Object ID	Circularity Factor 	Total Intensity TransCon	Mean Intensity TransCon	Total Intensity 488nm	Mean Intensity 488nm	Total Intensity 561nm	Mean Intensity 561nm	Area 	Well 	Position 	Parent Object ID (Well)	Parent Trace ID	R01
7099	1.0613204	8505031	10474.176	97973	120.6564	113664.99	139.98152	812	206	1	205	-1	1
7100	1.0662985	17054094	11309.081	183537	121.70889	254366.98	168.67838	1508	206	1	205	-1	1
7101	1.2787369	2141956	13060.707	16822	102.57317	16791	102.38415	164	206	1	205	-1	0
7102	1.0433304	10705607	12179.303	104156	118.49374	471112.03	535.96362	879	206	2	205	-1	1
7103	1.0695693	19129984	13120.702	166381	114.11591	577940	396.3923	1458	206	2	205	-1	1
7104	1.0482154	12812576	15418.263	137938	165.99037	84631	101.84236	831	206	2	205	-1	1
7105	1.035907	18765674	13549.224	216113	156.03827	141020	101.8195	1385	206	2	205	-1	1
7106	1.0269252	18584994	13506.536	227449	165.29724	140438	102.0625	1376	206	2	205	-1	1
7107	1.0408968	15951066	13506.406	205739.02	174.20746	120741.01	102.23624	1181	206	2	205	-1	1
7108	1.0536779	12112239	13563.537	160921	180.20268	90972	101.87234	893	206	2	205	-1	1
7109	1.084856	22340062	14247.488	250286	159.62117	228041	145.43431	1568	206	2	205	-1	1
7110	1.0471994	8501131	12231.843	113747	163.66475	103086	148.32518	695	206	2	205	-1	1
7111	1.0260402	22683750	14177.344	253053	158.15813	252032	157.52	1600	206	2	205	-1	1
7112	1.0847088	18596098	13888.05	220343	164.55788	215892.98	161.2345	1339	206	2	205	-1	1
7113	1.1010741	24919422	15633.264	193686	121.50941	187318	117.51443	1594	206	2	205	-1	1
7114	1.0152643	21523972	14197.87	253084	166.94196	288042	190.00131	1516	206	2	205	-1	1
7115	1.0487998	7722796	11475.18	101251	150.44725	123419.01	183.38634	673	206	2	205	-1	1
7116	1.0358863	15096213	15611.389	141436	146.26266	129320.99	133.73422	967	206	2	205	-1	1
7117	1.0349186	22020026	15334.28	173346	120.71449	161039	112.14415	1436	206	2	205	-1	1
7118	1.1021892	14676742	15630.184	97209	103.52396	95699	101.91587	939	206	2	205	-1	1
7119	1.0695502	7315728	12994.188	101280	179.89343	57412	101.97514	563	206	2	205	-1	1
7120	1.0908035	15803055	12346.137	213934	167.13594	145004	113.28438	1280	206	2	205	-1	1
7121	1.0403956	18311848	12628.861	228611.02	157.66277	162885	112.33448	1450	206	2	205	-1	1
7122	1.0693446	8921597	11738.943	115884	152.47894	87411	115.01447	760	206	2	205	-1	1
7123	1.0347181	15165039	13175.533	168610	146.49001	157790	137.08949	1151	206	2	205	-1	1
7124	1.032908	14871648	12310.967	194858	161.30629	150697	124.74917	1208	206	2	205	-1	1
7125	1.1686927	2850046	13902.663	21283	103.81951	21333	104.06342	205	206	2	205	-1	0
7126	1.046259	10989610	13771.441	139299	174.56015	118569.99	148.58395	798	206	3	205	-1	1
7127	1.0249723	10100304	13083.295	131850	170.79016	99324	128.65804	772	206	3	205	-1	1
7128	1.0330646	23605228	13597.481	271998	156.68088	176799	101.84274	1736	206	3	205	-1	1
7129	1.0741364	15607483	13536.412	195689.02	169.7216	163625	141.9124	1153	206	3	205	-1	1
7130	1.0389832	9474886	12289.087	116675	151.32944	79169	102.68353	771	206	3	205	-1	1
7131	1.0284607	16396946	13407.151	207963	170.04333	150474	123.0368	1223	206	3	205	-1	1
7132	1.0196611	33467072	14020.558	402652.97	168.68579	290350	121.63804	2387	206	3	205	-1	0
7133	1.0510943	23098678	15810.184	270514	185.15674	149252	102.15742	1461	206	3	205	-1	1
7134	1.0233815	16521478	14001.253	188148	159.44746	157257	133.26865	1180	206	3	205	-1	1
7135	1.0540756	11347554	15417.872	129176.99	175.51222	78367	106.47691	736	206	3	205	-1	1
7136	1.0528913	6987767	13837.162	93766	185.67525	58710	116.25742	505	206	3	205	-1	1
7137	1.0333804	17094382	13303.021	208029	161.89027	155996	121.39767	1285	206	3	205	-1	1
7138	1.0459455	15490979	13161.409	183631	156.01614	143592	121.9983	1177	206	3	205	-1	1
7139	1.0276311	15051805	14159.741	184299	173.3763	128994	121.34901	1063	206	3	205	-1	1
7140	1.0318595	21697706	15780.149	180312	131.136	141260	102.73454	1375	206	3	205	-1	1
7141	1.0248252	26483986	13793.743	312499	162.7599	207837	108.24844	1920	206	3	205	-1	1
7142	1.0962886	28731238	14591.792	309334	157.10208	205137	104.18334	1969	206	3	205	-1	1
7143	1.0184874	25345258	14591.397	280120	161.26656	183450	105.61313	1737	206	3	205	-1	1
7144	1.0340765	24670352	14960.796	245002.98	148.57671	172214	104.43542	1649	206	3	205	-1	1
7145	1.0078181	17237412	15641.935	155414	141.02904	114125	103.56171	1102	206	3	205	-1	1
7146	1.0582232	16420152	13798.447	207258	174.16638	132420	111.27731	1190	206	3	205	-1	1
7147	1.0686737	20406380	16864.777	151748	125.41157	126751.99	104.75372	1210	206	3	205	-1	1
7148	1.0384764	22812316	16178.947	226229.02	160.44611	155481	110.27021	1410	206	3	205	-1	1
7149	1.0926059	11718464	11789.199	148951	149.8501	118454	119.16901	994	206	3	205	-1	1
7150	1.04684	6429548	11754.201	86592	158.30347	56283	102.89397	547	206	3	205	-1	1
7151	1.0372539	25035084	13323.621	276128	146.95476	208984	111.22086	1879	206	3	205	-1	1
7152	1.1399831	9865949	16068.321	120596.01	196.41043	65023	105.90065	614	206	3	205	-1	0
7153	1.0341277	13390490	12561.436	190666	178.86116	118868	111.50845	1066	206	3	205	-1	1
7154	1.0228095	21481000	14358.957	233080	155.80214	173826	116.19385	1496	206	3	205	-1	1
7155	1.0700621	7303947	14785.317	74616	151.04454	51679	104.61336	494	206	3	205	-1	1
7156	1.0436063	10739325	12287.558	143376	164.04576	95918	109.74599	874	206	3	205	-1	1
7157	1.0780894	12222892	12358.839	143626	145.22346	105407	106.57938	989	206	3	205	-1	1
7158	1.0792048	13369881	16166.725	138961	168.03023	89147	107.79565	827	206	3	205	-1	1
7159	1.0380744	18517990	13180.064	185429	131.97794	157966	112.43132	1405	207	1	206	-1	1
7160	1.1182222	13862955	11533.24	190857	158.78287	147074	122.35773	1202	207	1	206	-1	1
7161	1.0367898	4749228	9186.1279	54949	106.28433	58180	112.53385	517	207	1	206	-1	1
7162	1.083015	10380314	10657.406	166976	171.43326	101844	104.56263	974	207	1	206	-1	1
7163	1.0512565	8565685	9592.0322	103682	116.10526	140951	157.83986	893	207	1	206	-1	1
7164	1.0329486	15015893	10589.487	233582	164.72638	144852	102.15233	1418	207	1	206	-1	1
7165	1.0830581	5553249	12258.828	89823	198.28477	46377	102.37749	453	207	1	206	-1	1
7166	1.0330211	6384709	11978.816	99801	187.2439	56170	105.38461	533	207	1	206	-1	1
7167	1.0503152	16031768	11266.176	218723	153.70555	147598	103.72312	1423	207	1	206	-1	1
7168	1.0736637	12240737	10699.945	211457.02	184.84004	168370	147.17657	1144	207	2	206	-1	1
7169	1.0414358	13477697	13200.486	169094	165.61606	129108	126.4525	1021	207	2	206	-1	1
7170	1.0839723	11844769	10556.835	175861	156.73886	169551	151.11497	1122	207	2	206	-1	1
7171	1.3656326	1814562	11064.402	16872	102.87805	16647	101.5061	164	207	3	206	-1	0
7172	1.3747581	6353662	11766.041	55260	102.33334	54672	101.24445	540	207	3	206	-1	0
7173	1.0084108	16740547	12192.678	230839	168.12746	175117	127.54333	1373	207	3	206	-1	1
7174	1.2746676	6994712	11504.461	62237	102.36349	61728	101.52631	608	207	3	206	-1	0
7175	1.0268739	13637838	10815.098	193404.02	153.37352	179443	142.30214	1261	207	3	206	-1	1
7176	1.0726932	3929592.2	10766.006	37373	102.39178	37040	101.47945	365	207	3	206	-1	1
7177	1.4339991	2229387	11146.935	20501	102.505	20299	101.495	200	207	3	206	-1	0
7178	1.0544475	10741332	11294.776	142079	149.39958	148727	156.39012	951	207	3	206	-1	1
7179	1.3815154	3143624.8	11267.473	28515	102.2043	28320.998	101.50896	279	207	3	206	-1	0
7180	1.032977	13374934	13831.369	170357	176.17062	145529	150.49535	967	207	3	206	-1	1
7181	1.3505788	4041105	10981.264	37664	102.34782	37480	101.84782	368	207	3	206	-1	0
7182	1.0400749	18914950	12832.395	193709	131.41724	161844	109.79919	1474	207	3	206	-1	1
7183	1.101907	16018102	11201.47	219740	153.66434	192875	134.87762	1430	207	3	206	-1	1
7184	1.091195	7804252.5	11735.718	119047.01	179.01805	86990	130.81203	665	207	3	206	-1	1
7185	1.1946146	9848709	11385.791	88748	102.59885	88230	102	865	207	3	206	-1	0
7186	1.2184723	4546137	10798.425	43345	102.95724	43144	102.47981	421	207	3	206	-1	0
7187	1.3002683	2178937	10628.961	21191	103.37074	20977	102.32683	205	207	3	206	-1	0
7188	1.1773159	5545160	10725.648	54954	106.29401	55220	106.80851	517	207	3	206	-1	0
7189	1.3102597	4120132.8	11075.626	38387	103.19086	38060	102.31183	372	207	3	206	-1	0
7190	1.1428713	27544228	10912.927	268784	106.49129	268913	106.5424	2524	207	3	206	-1	0
7191	1.3306125	28218820	11211.291	258822	102.82956	257083	102.13866	2517	207	3	206	-1	0
7192	1.2974905	13150403	11078.688	122332	103.05981	121960	102.74642	1187	207	3	206	-1	0
7193	1.2519976	2356506	11221.457	21797	103.79523	21634	103.01905	210	207	3	206	-1	0
7194	1.3197468	7426125.5	10700.469	75556	108.87032	74821	107.81124	694	207	3	206	-1	0
7195	1.2362665	5576649	10956.089	54058	106.20432	54909	107.87623	509	207	3	206	-1	0
7196	1.1591807	6994042	11084.061	67907	107.61806	67805	107.45642	631	207	3	206	-1	0
7197	1.3180117	10418902	11167.098	96819	103.77171	96564	103.49839	933	207	3	206	-1	0
7198	1.2051632	22330970	11137.641	206959	103.22144	205690	102.58853	2005	207	3	206	-1	0
7199	1.3930081	2402872	11552.27	21360	102.69231	21311	102.45673	208	207	3	206	-1	0
7200	1.4473951	6128598	11328.277	58713	108.5268	59140	109.31608	541	207	3	206	-1	0
7201	1.1935092	6242262	10951.337	62552	109.74035	62638	109.89123	570	207	3	206	-1	0
7202	1.0733096	22923564	11015.648	213567	102.62711	212505	102.11677	2081	207	3	206	-1	1
7203	1.152715	2559457	10709.025	25985	108.72385	25742	107.70712	239	207	3	206	-1	0
7204	1.1788527	8389758	11156.593	79780	106.09042	80123	106.54654	752	207	3	206	-1	0
7205	1.2601226	11948143	11063.096	118711	109.91759	120117	111.21944	1080	207	3	206	-1	0
7206	1.1517995	5255953	10596.68	54088	109.04839	53657	108.17944	496	207	3	206	-1	0
7207	1.0932436	7018596	11717.188	62328	104.05342	61968	103.45242	599	207	3	206	-1	1
7208	1.2161973	7649371.5	11086.046	71002	102.90145	70427	102.06812	690	207	3	206	-1	0
7209	1.4010651	4554238	10869.303	45042	107.49881	44433	106.04535	419	207	3	206	-1	0
7210	1.3128341	2470177	10978.564	24220	107.64445	24017	106.74223	225	207	3	206	-1	0
7211	1.0959172	3553528	10330.023	35357	102.78197	35063	101.92732	344	207	3	206	-1	1
7212	1.1609637	7780557	10897.139	76513	107.16106	74759	104.70448	714	207	3	206	-1	0
7213	1.183215	14735124	10608.44	146537	105.4982	145021	104.40677	1389	207	3	206	-1	0
7214	1.1644146	3177023	10880.216	31227	106.94178	30470	104.34931	292	207	3	206	-1	0
7215	1.4190723	8006407	10147.537	86926	110.17237	82409	104.4474	789	207	3	206	-1	0
7216	1.4610274	13404391	10951.3	126290.01	103.17811	124997	102.12173	1224	207	3	206	-1	0
7217	1.0676389	12008870	10617.922	129809	114.77365	126698	112.02299	1131	207	3	206	-1	1
7218	1.1355737	7039214	11155.648	65877	104.40095	64748	102.61172	631	207	3	206	-1	1
7219	1.3930542	3579372	11116.062	33053	102.64907	32765.002	101.75466	322	207	3	206	-1	0
7220	1.1572851	4285364	11044.753	40065	103.26031	39761	102.47681	388	207	3	206	-1	0
7221	1.2081893	11314353	10724.505	108848	103.17346	107362	101.76493	1055	207	3	206	-1	0
7222	1.0853724	12972707	9552.8037	191644	141.12224	253794.02	186.88808	1358	207	3	206	-1	1
7223	1.0686381	23543388	11324.381	388181	186.71524	332530	159.94708	2079	207	3	206	-1	1
7224	1.0476772	10009788	9191.7246	140547	129.06061	212440.98	195.07896	1089	207	3	206	-1	1
7225	1.0763545	19742526	10943.751	281289	155.92517	206569	114.5061	1804	207	3	206	-1	1
7226	1.0334957	14842933	11733.544	204517.98	161.6743	147262	116.41265	1265	207	3	206	-1	1
7227	1.0716854	11565700	10190.044	165651	145.94801	130856.01	115.29163	1135	207	3	206	-1	1
7228	1.0788871	7463694	12868.437	102297.99	176.37585	68599	118.27414	580	207	3	206	-1	1
7229	1.0592699	11298193	10271.085	167407	152.18819	126775	115.25	1100	207	3	206	-1	1
7230	1.0534902	12509357	12397.777	144426	143.13776	110845	109.85629	1009	208	1	207	-1	1
7231	1.045451	4185720	11436.394	51334	140.25684	37217	101.68579	366	208	1	207	-1	0
7232	1.0283675	15465278	13436.384	166798	144.91573	124356	108.0417	1151	208	1	207	-1	1
7233	1.0486004	7390926	11920.849	103761	167.35645	65572	105.76129	620	208	1	207	-1	1
7234	1.0124279	15766402	14748.739	169287	158.36015	115271	107.83068	1069	208	1	207	-1	1
7235	1.0436401	3263626	13712.714	42514	178.63025	25906	108.84874	238	208	1	207	-1	0
7236	1.0280683	14191764	12866.513	160074	145.12602	117904	106.89393	1103	208	1	207	-1	1
7237	1.0263412	15218494	13040.697	173117	148.34361	127187	108.98629	1167	208	1	207	-1	1
7238	1.0430215	15116905	12778.449	194549	164.45393	128271	108.42857	1183	208	1	207	-1	1
7239	1.0491437	25081682	12895.467	291285	149.76093	209156	107.53522	1945	208	1	207	-1	1
7240	1.0415901	5373132	14252.34	78101	207.16446	39404	104.5199	377	208	1	207	-1	0
7241	1.3738168	5530043	13042.555	43953	103.66273	43330	102.1934	424	208	1	207	-1	0
7242	1.2267745	6618725	12876.896	52707	102.5428	52336	101.82101	514	208	1	207	-1	0
7243	1.7425426	4915905	13214.799	38224	102.75269	37905	101.89516	372	208	1	207	-1	0
7244	1.3207612	14233253	12507.252	117266	103.04569	116172	102.08436	1138	208	1	207	-1	0
7245	1.0966699	6582384	12280.567	56569	105.53918	55729	103.97202	536	208	1	207	-1	1
7246	1.0952616	6131039	13270.647	88325	191.17966	98198	212.54979	462	208	2	207	-1	1
7247	1.0837099	14989803	11557.288	205960	158.79723	325681	251.10332	1297	208	2	207	-1	1
7248	1.0511024	14207433	12365.042	195461	170.11401	269801	234.81375	1149	208	2	207	-1	1
7249	1.0385779	24401374	14869.819	294680	179.57343	392637	239.26691	1641	208	2	207	-1	1
7250	1.054038	15363180	11974.419	203765.98	158.81995	145326	113.27046	1283	208	2	207	-1	1
7251	1.0456598	19398724	14673.771	239268	180.98941	217273	164.35175	1322	208	2	207	-1	1
7252	1.038717	20034734	12967.465	259401.02	167.89709	243476	157.58965	1545	208	2	207	-1	1
7253	1.0633718	16530428	12686.437	236789	181.72601	133808	102.69225	1303	208	2	207	-1	1
7254	1.03986	10910891	12791.197	147798	173.26846	113603	133.18054	853	208	3	207	-1	1
7255	1.0937725	30022930	14574.238	319614	155.15242	288378	139.98932	2060	208	3	207	-1	1
7256	1.0216019	18695452	14980.33	172220	137.9968	141305	113.22516	1248	208	3	207	-1	1
7257	1.0449178	10886127	13974.489	131379	168.65083	99961	128.31964	779	208	3	207	-1	1
7258	1.0607617	16041351	13181.061	189446	155.6664	182169	149.68694	1217	208	3	207	-1	1
7259	1.0376865	20396896	13279.229	230862	150.30078	246254	160.32161	1536	208	3	207	-1	1
7260	1.0605941	16602254	15315.732	113136	104.369	110436	101.87823	1084	208	3	207	-1	1
7261	1.2323051	3831872.2	13398.154	29708	103.87412	29205	102.11539	286	208	3	207	-1	0
7262	1.0732172	18278602	15347.272	153903	129.22166	121375.99	101.911	1191	208	3	207	-1	1
7263	1.0291084	16443878	14962.582	196412	178.71884	112305	102.18835	1099	208	3	207	-1	1
7264	1.0238745	22133310	14944.842	224583.98	151.64348	150771	101.80351	1481	208	3	207	-1	1
7265	1.0218093	8157180	14592.451	82813	148.1449	57004	101.97495	559	208	3	207	-1	0
7266	1.5619053	5852481	13706.045	44675	104.62529	44326	103.80796	427	208	3	207	-1	0
7267	1.0401388	14536432	12205.232	211472	177.55835	121943	102.38707	1191	208	3	207	-1	1
7268	1.0707197	30492598	13205.976	391234	169.43872	237646	102.92161	2309	208	3	207	-1	0
7269	1.0980922	17896372	10899.131	235907.98	143.67113	187375	114.11388	1642	209	1	208	-1	1
7270	1.0400399	13180257	11622.802	169641.02	149.59525	125169	110.3783	1134	209	1	208	-1	1
7271	1.0626105	7286912.5	10292.249	110729	156.3969	72077	101.80367	708	209	1	208	-1	1
7272	1.1474971	7626881	12281.612	63641	102.48148	63295	101.92432	621	209	2	208	-1	0
7273	1.1064959	10611515	12127.445	89945	102.79429	89234	101.98171	875	209	2	208	-1	1
7274	1.0640875	15172033	12738.902	230121	193.21663	148574	124.74727	1191	209	2	208	-1	1
7275	1.029612	19562260	12588.327	246129	158.38417	191137	122.99678	1554	209	2	208	-1	1
7276	1.1681382	9626059	8556.4971	156125	138.77777	199580	177.40445	1125	209	2	208	-1	0
7277	1.0610768	26152618	14758.813	291765	164.65294	220184	124.25734	1772	209	2	208	-1	1
7278	1.0238359	17615684	13969.615	131349	104.16257	128576	101.96352	1261	209	2	208	-1	1
7279	1.0317675	19139032	18708.73	146460	143.16716	114511	111.93646	1023	209	2	208	-1	1
7280	1.0514893	11671442	11147.509	199834	190.86342	129769	123.94365	1047	209	2	208	-1	1
7281	1.0155327	7145784	13457.221	58108	109.43126	54323	102.3032	531	209	2	208	-1	0
7282	1.0692005	10741979	13701.504	152098	194.00255	100044	127.60714	784	209	2	208	-1	1
7283	1.054283	12259343	14717.099	155163	186.27011	93746	112.54021	833	209	2	208	-1	1
7284	1.0761821	5264496	12445.617	43894	103.76832	43636	103.15839	423	209	2	208	-1	1
7285	1.0381438	15728052	11879.193	185332	139.97885	168411	127.19864	1324	209	3	208	-1	1
7286	1.0316424	11534337	11903.341	162923	168.13519	120053	123.89371	969	209	3	208	-1	1
7287	1.0944641	15478871	11952.796	208974	161.36989	155365	119.97298	1295	209	3	208	-1	1
7288	1.1372441	4397640	13699.813	32869	102.39564	32601	101.56075	321	210	1	209	-1	0
7289	1.1029609	3808760.8	13651.473	28555	102.34767	28445	101.95341	279	210	1	209	-1	0
7290	1.0199348	25730016	14890.056	293226	169.69098	230663	133.48553	1728	210	1	209	-1	1
7291	1.0143579	20816414	13267.313	262494	167.30019	211767	134.96941	1569	210	1	209	-1	1
7292	1.1046807	24027054	14970.127	274335	170.92523	205584	128.08972	1605	210	1	209	-1	1
7293	1.3640858	7868204	13755.602	59028	103.1958	58421.996	102.13636	572	210	1	209	-1	0
7294	1.2206286	4911680	13796.854	36643	102.92978	36262	101.85955	356	210	1	209	-1	0
7295	1.0765718	9040227	11357.069	120693	151.62437	84859	106.60678	796	210	1	209	-1	1
7296	1.0261027	12331136	12136.945	146378	144.07283	109568	107.84252	1016	210	1	209	-1	1
7297	1.0307724	12552612	11764.397	168735	158.13965	115401	108.15464	1067	210	1	209	-1	1
7298	1.0518996	16339263	12085.254	198139.02	146.55252	153030	113.18787	1352	210	1	209	-1	1
7299	1.0768499	11157589	12989.044	136256	158.62166	88031	102.48079	859	210	1	209	-1	1
7300	1.0600636	6843881	15107.905	46203	101.99338	45960	101.45695	453	210	2	209	-1	1
7301	1.3636556	5709374	14345.161	41314	103.80402	40996	103.00503	398	210	2	209	-1	0
7302	1.0954853	6748187	14669.972	47606	103.4913	46925	102.01087	460	210	2	209	-1	1
7303	1.0397851	16719934	13082.891	211987	165.87402	137527	107.61111	1278	210	2	209	-1	1
7304	1.0658755	21697426	13776.144	282786	179.54666	171858	109.11619	1575	210	2	209	-1	1
7305	1.1831412	7456367	14339.167	54286	104.39616	54298	104.41923	520	210	2	209	-1	0
7306	1.0392166	21906116	13539.009	249412	154.14833	174629	107.92892	1618	210	3	209	-1	1
7307	1.0702148	25869700	13572.771	304656	159.8405	202654	106.32424	1906	210	3	209	-1	1
7308	1.4774929	3093535	13997.896	22781	103.08145	22691	102.67421	221	210	3	209	-1	0
7309	1.1600647	7216963	13121.751	56390	102.52728	55953	101.73273	550	211	1	210	-1	0
7310	1.0323924	29049016	12962.523	380248	169.67783	232721	103.84695	2241	211	1	210	-1	0
7311	1.0829564	7001581	11347.781	88292	143.09886	62816	101.80875	617	211	1	210	-1	1
7312	1.1023782	5140660	14279.611	54740	152.05556	52692	146.36667	360	211	1	210	-1	1
7313	1.047231	18706866	15563.117	186637	155.27205	157483	131.01747	1202	211	1	210	-1	1
7314	1.0187094	11633101	16247.348	93930	131.18715	78942	110.25419	716	211	1	210	-1	1
7315	1.0729824	12678502	12793.645	162857	164.33603	131489	132.68315	991	211	1	210	-1	1
7316	1.0979344	7492483	13874.969	55468	102.71852	55121	102.07593	540	211	1	210	-1	1
7317	1.0484281	17611040	12384.697	209921.98	147.62447	164427	115.6308	1422	211	1	210	-1	1
7318	1.103551	4940896	11490.456	54958	127.8093	44777	104.13256	430	211	1	210	-1	1
7319	1.0957939	16579811	11418.603	154217	106.21005	161241	111.04752	1452	211	1	210	-1	1
7320	1.0361126	9908285	11923.327	125531	151.06017	84597	101.80145	831	211	1	210	-1	1
7321	1.0932069	7244722	15513.323	81308	174.10707	47679	102.09636	467	211	1	210	-1	1
7322	1.0273312	20146646	14078.718	207985.98	145.34311	149921	104.76659	1431	211	1	210	-1	1
7323	1.1021072	16971582	12460.78	206467.02	151.59105	140008	102.79589	1362	211	1	210	-1	1
7324	1.1550204	3543719	12980.655	27959	102.41392	27771	101.72527	273	211	1	210	-1	0
7325	1.0443143	18635758	13022.892	216274	151.13487	147693	103.20964	1431	211	1	210	-1	1
7326	1.0739883	6340392	13783.461	47208	102.62608	46920	102	460	211	2	210	-1	1
7327	1.0640301	13791496	11697.622	131573	111.59711	172171	146.03139	1179	211	2	210	-1	1
7328	1.21315	6629322	11901.835	58267	104.60862	57369	102.99641	557	211	2	210	-1	0
7329	1.0911659	5755150	14245.421	41727	103.28465	41361	102.37872	404	211	2	210	-1	1
7330	1.0950979	32101226	16369.824	291388	148.59154	214244	109.25242	1961	211	2	210	-1	1
7331	1.054409	16767241	13392.365	200187	159.89377	139592	111.49521	1252	211	2	210	-1	1
7332	1.0407713	12427516	14518.126	128728	150.38318	100473	117.375	856	211	2	210	-1	1
7333	1.0628244	26486072	14465.358	285144	155.73129	210144	114.77007	1831	211	2	210	-1	1
7334	1.038267	21731924	16339.793	178197	133.98271	145991	109.76767	1330	211	2	210	-1	1
7335	1.0618079	16886458	16835.949	105754	105.43769	102315	102.00897	1003	211	2	210	-1	1
7336	1.1020069	5691771	13298.53	43931	102.64252	43403	101.40888	428	211	3	210	-1	1
7337	1.0602455	18992380	16386.867	164348	141.80156	119616	103.20621	1159	211	3	210	-1	1
7338	1.0563537	9712660	13415.276	126837	175.18922	81027	111.91575	724	211	3	210	-1	1
7339	1.0471428	20390614	15424.064	259648	196.40544	140414	106.21331	1322	211	3	210	-1	1
7340	1.0385866	19318930	13519.195	244579.02	171.15396	151509	106.02449	1429	211	3	210	-1	1
7341	1.0334018	13719017	13216.779	187279	180.42293	111354	107.27746	1038	211	3	210	-1	1
7342	1.1636806	4370026	11205.195	40464	103.75385	39695	101.78205	390	211	3	210	-1	0
7343	1.2203016	8091200	14245.07	58702	103.34859	58174	102.41901	568	211	3	210	-1	0
7344	1.499118	4943379	13543.504	37990	104.08219	37758	103.44658	365	211	3	210	-1	0
7345	1.1415475	4497536	14697.83	31539	103.06863	31354	102.46405	306	211	3	210	-1	0
7346	1.2149777	4880988	13985.639	36061	103.32664	35874	102.79083	349	211	3	210	-1	0
7347	1.0482942	11664313	11782.135	116250	117.42424	129866	131.17778	990	211	3	210	-1	1
7348	1.0678855	7314042.5	10186.688	82865	115.41087	81862	114.01393	718	211	3	210	-1	1
7349	1.038431	12991884	12625.737	171505	166.67152	105388	102.41788	1029	211	3	210	-1	1
7350	1.0245253	23739324	13396.909	255581.98	144.23363	182075	102.75113	1772	211	3	210	-1	1
7351	1.0230693	38744880	14816.398	405454	155.04933	268222	102.57056	2615	211	3	210	-1	0
7352	1.0334231	15604836	15343.988	159476	156.81023	130882.99	128.69518	1017	212	1	211	-1	1
7353	1.054292	17559656	12911.512	210288	154.62354	195639	143.8522	1360	212	1	211	-1	1
7354	1.0398527	13556118	12334.957	181279	164.94905	137488	125.10282	1099	212	1	211	-1	1
7355	1.0943336	19706940	13369.702	262245	177.91383	211736	143.64722	1474	212	1	211	-1	1
7356	1.0284177	17343990	14066.497	211069	171.18329	185804.02	150.69263	1233	212	1	211	-1	1
7357	1.0633469	3876329	14572.665	47704	179.33835	31716	119.23309	266	212	1	211	-1	0
7358	1.1178364	2267221	13415.509	17359	102.71597	17233	101.97041	169	212	1	211	-1	0
7359	1.0669379	16553633	11765.197	166342	118.22459	161401	114.71287	1407	212	1	211	-1	1
7360	1.1382514	9181604	13403.802	71523	104.41314	70756	103.29343	685	212	1	211	-1	0
7361	1.1485931	12462399	13590.402	94897	103.48637	93433	101.88985	917	212	1	211	-1	0
7362	1.1479521	6414418	14191.19	46802	103.54425	46019	101.81195	452	212	1	211	-1	0
7363	1.1810824	15235571	12911.501	122866	104.12373	120566	102.17458	1180	212	1	211	-1	0
7364	1.2143867	16066696	13311.265	125353	103.85501	123345	102.19138	1207	212	1	211	-1	0
7365	1.1634299	18903580	13100.194	150537	104.32224	147541	102.24602	1443	212	1	211	-1	0
7366	1.0421668	5995379	14140.045	43809	103.32311	43435	102.44104	424	212	1	211	-1	1
7367	1.24384	5105519	14341.346	37146	104.3427	36824	103.4382	356	212	1	211	-1	0
7368	1.1148146	7151006	11627.652	64845	105.43903	63998	104.06179	615	212	1	211	-1	1
7369	1.0552864	13496236	11228.149	128416	106.83527	176295.02	146.66806	1202	212	1	211	-1	1
7370	1.2063702	11456192	13462.035	87775	103.14336	86983	102.21269	851	212	1	211	-1	0
7371	1.4867526	10114657	13951.251	75048	103.51448	74362	102.56828	725	212	1	211	-1	0
7372	1.0309011	14250143	11632.77	155010	126.53877	289065	235.97144	1225	212	2	211	-1	1
7373	1.1734425	6497366	14248.609	47260	103.64035	46905	102.86184	456	212	2	211	-1	0
7374	1.1748887	3643380	14400.712	26336	104.09486	26052	102.97234	253	212	2	211	-1	0
7375	1.1057303	4595498	13320.284	61292	177.65797	40147	116.36812	345	212	2	211	-1	1
7376	1.0284408	19358960	13556.695	216256	151.43977	188002.02	131.65407	1428	212	2	211	-1	1
7377	1.066417	16668524	12792.421	220764	169.42747	163689	125.62471	1303	212	2	211	-1	1
7378	1.0866859	22522230	15095.328	244271	163.7205	189810	127.2185	1492	212	2	211	-1	1
7379	1.0525751	12038370	17677.488	75775	111.27019	69771	102.45374	681	212	2	211	-1	1
7380	1.0403114	13089948	14724.351	159383	179.28346	109784	123.49156	889	212	2	211	-1	1
7381	1.1934219	6622441	13854.479	48775	102.03975	48762	102.01255	478	212	3	211	-1	0
7382	1.0383519	21470732	14172.101	266401	175.84224	155659	102.74522	1515	212	3	211	-1	1
7383	1.0284727	2828302	15124.609	38672	206.80214	19132	102.31016	187	212	3	211	-1	0
7384	1.0457783	28880386	14534.668	287983	144.93356	214945	108.17564	1987	212	3	211	-1	1
7385	1.0330772	22859566	16008.1	174750	122.37395	148028	103.66106	1428	212	3	211	-1	1
7386	1.0418266	17748794	13235.491	211622	157.8091	137639	102.63908	1341	212	3	211	-1	1
7387	1.0750129	9668082	13427.892	127546	177.14722	73976	102.74445	720	212	3	211	-1	1
7388	1.1269868	18307218	13382.47	223445	163.33699	140898	102.99561	1368	212	3	211	-1	0
