Object ID	Circularity Factor 	Total Intensity TransCon	Mean Intensity TransCon	Total Intensity 488nm	Mean Intensity 488nm	Total Intensity 561nm	Mean Intensity 561nm	Area 	Well 	Position 	Parent Object ID (Well)	Parent Trace ID	R01
3392	1.0726128	7495669.5	10527.626	114209	160.4059	72917	102.41151	712	119	2	118	-1	1
3393	1.1628983	17136340	16734.707	202012	197.27734	104414	101.9668	1024	119	2	118	-1	0
3394	1.0725506	5838399	13390.823	48158	110.45413	44246	101.48165	436	119	2	118	-1	1
3395	1.0413018	19712180	15757.139	146843	117.38049	127135.99	101.62749	1251	119	2	118	-1	1
3396	1.0431953	12068308	11808.521	150054	146.82387	104686	102.43249	1022	119	2	118	-1	1
3397	1.1555203	22477026	12970.009	277687	160.23485	177134	102.21235	1733	119	2	118	-1	0
3398	1.0548836	16323777	12914.381	182877	144.68117	162356	128.4462	1264	119	2	118	-1	1
3399	1.051758	19144686	13903.186	177606	128.98039	139990	101.66303	1377	119	2	118	-1	1
3400	1.0434749	18901894	14473.119	139601	106.89204	132813	101.69449	1306	119	2	118	-1	1
3401	1.1052591	7688058	10874.198	105810	149.66054	76402	108.06506	707	119	2	118	-1	1
3402	1.1395703	32511916	13893.981	400909	171.32863	300674	128.49316	2340	119	2	118	-1	0
3403	1.143621	28365152	13993.661	217242	107.17415	205618	101.43957	2027	119	2	118	-1	0
3404	1.1266358	10016401	10712.729	165601	177.11337	116844	124.96684	935	119	2	118	-1	1
3405	1.0599445	14251540	14152.473	131711	130.79543	129273.99	128.37537	1007	119	2	118	-1	1
3406	1.0603013	19369334	14035.749	195412.02	141.60291	198586	143.90289	1380	119	2	118	-1	1
3407	1.0214762	16379022	13305.461	206094	167.41998	225019.02	182.79367	1231	119	2	118	-1	1
3408	1.0313563	20982556	12952.195	249063.02	153.7426	318394	196.53951	1620	119	2	118	-1	1
3409	1.0420965	19122500	13927.531	243505	177.35251	139818	101.83394	1373	119	2	118	-1	1
3410	1.0770433	9932097	14415.235	121181	175.87953	110628.01	160.56314	689	119	2	118	-1	1
3411	1.0490142	8720639	11151.712	129024	164.99232	80341	102.73785	782	119	2	118	-1	1
3412	1.0601609	5643659	11109.565	83893	165.14371	53807	105.91929	508	119	2	118	-1	1
3413	1.0340183	17493212	14084.712	212456.98	171.06038	165941.98	133.60869	1242	119	2	118	-1	1
3414	1.0402044	16377386	12656.403	200086	154.62596	169112	130.68933	1294	119	2	118	-1	1
3415	1.0525598	12155035	13386.603	151557	166.91299	115116	126.77974	908	119	2	118	-1	1
3416	1.0414974	4027410	14281.596	57020	202.19858	29826	105.76596	282	119	2	118	-1	0
3417	1.0688122	5188611	10992.82	53397	113.12923	49176	104.18644	472	119	2	118	-1	1
3418	1.0669204	9871443	10968.27	106089	117.87666	98229	109.14333	900	119	2	118	-1	1
3419	1.0549303	15403873	12890.271	198344	165.97824	199176.02	166.67448	1195	119	2	118	-1	1
3420	1.1141221	7496411	11994.258	105122	168.19521	82396	131.8336	625	119	2	118	-1	1
3421	1.0657151	21541588	13055.508	254122	154.01334	266565	161.55455	1650	119	2	118	-1	1
3422	1.0347286	12263089	12475.167	174955	177.98067	100521	102.25941	983	119	2	118	-1	1
3423	1.138802	34351004	14896.359	333252	144.51518	234899	101.86427	2306	119	2	118	-1	0
3424	1.0250611	15731315	12416.191	196408	155.01816	129300	102.05209	1267	119	2	118	-1	1
3425	1.1307299	23812616	12802.481	309464	166.37849	190242	102.28065	1860	119	2	118	-1	0
3426	1.0289779	19111142	12860.795	226984	152.74832	152170	102.40242	1486	119	2	118	-1	1
3427	1.1066445	4971217	11836.23	71730	170.78572	42781	101.85953	420	119	2	118	-1	1
3428	1.164692	9025531	12587.909	73646	102.71409	73180	102.06416	717	119	2	118	-1	0
3429	1.2819627	6976913	12154.9	58932	102.66899	58377	101.70209	574	119	2	118	-1	0
3430	1.5811392	4672873	12802.392	38032	104.19726	37721	103.34521	365	119	2	118	-1	0
3431	1.0861863	6576632	12479.378	53852	102.18596	53294	101.12714	527	119	2	118	-1	1
3432	1.1153624	9432872	12747.124	75880	102.54054	75273	101.72027	740	119	2	118	-1	1
3433	1.2371494	2897456	14935.34	20068	103.4433	20180	104.02062	194	119	3	118	-1	0
3434	1.1651619	8373818	13933.142	61839	102.89351	61230.004	101.8802	601	119	3	118	-1	0
3435	1.1816265	16737043	14005.894	123183	103.08201	122314	102.35481	1195	119	3	118	-1	0
3436	1.2423818	9831443	14207.287	71633	103.5159	71071	102.70376	692	119	3	118	-1	0
3437	1.1126508	5482200	14388.977	39385	103.3727	39142	102.73491	381	119	3	118	-1	1
3438	1.4441916	2741119	14426.942	19796	104.18948	19733	103.85789	190	119	3	118	-1	0
3439	1.4035363	6383524	14248.937	46354	103.46875	46009	102.69866	448	119	3	118	-1	0
3440	1.0848112	13367141	13866.329	105592	109.53527	106629	110.61099	964	119	3	118	-1	1
3441	1.0278313	14448773	13605.248	169253	159.37193	123213	116.01978	1062	120	2	119	-1	1
3442	1.0398726	14261954	11661.45	185031.98	151.29353	141926	116.04742	1223	120	2	119	-1	1
3443	1.0504365	20309372	12271.524	231147.98	139.66646	196581	118.78006	1655	120	2	119	-1	1
3444	1.0628761	16837328	12398.621	216994	159.7894	160847	118.44404	1358	120	2	119	-1	1
3445	1.0472094	12385714	13932.187	138618	155.92577	102623	115.43645	889	120	2	119	-1	1
3446	1.1573687	57102700	12511.547	515825	113.02038	519088	113.73532	4564	120	2	119	-1	0
3447	1.0895654	3991589	9304.4033	50609	117.9697	50980	118.8345	429	120	2	119	-1	1
3448	1.2666632	35622948	12494.896	348115	122.10277	357149	125.27148	2851	120	2	119	-1	0
3449	1.0669784	20383430	10819.23	230119	122.14384	235143	124.81051	1884	120	2	119	-1	1
3450	1.1980916	55347836	13109.388	520745	123.34084	537431	127.29299	4222	120	2	119	-1	0
3451	1.1787603	35691544	12992.918	347965	126.67091	358981	130.68111	2747	120	2	119	-1	0
3452	1.0631331	4444412	10432.892	49495	116.18545	48666	114.23943	426	120	2	119	-1	1
3453	1.1299639	19859090	12072.395	184941	112.42614	183760	111.70821	1645	120	2	119	-1	0
3454	1.0758192	10810053	11213.748	112834	117.04771	113751	117.99896	964	120	2	119	-1	1
3455	1.1535699	3098581	14479.351	21977	102.69626	21877	102.22897	214	120	2	119	-1	0
3456	1.1250893	21643122	12165.893	192027	107.94098	189928	106.7611	1779	120	2	119	-1	0
3457	1.1169937	11343988	12197.837	107542	115.63656	107241	115.3129	930	120	2	119	-1	1
3458	1.231801	7122269.5	12451.521	60091	105.0542	59298	103.66783	572	120	2	119	-1	0
3459	1.0849323	8044281.5	11004.489	76405	104.5212	75772	103.65527	731	120	2	119	-1	1
3460	1.2668524	1944175	10682.28	28907	158.82967	20278	111.41758	182	120	2	119	-1	0
3461	1.040822	15352497	13166.807	205921	176.60463	189686	162.68095	1166	120	2	119	-1	1
3462	1.0722654	10284621	11440.067	144746	161.00778	92597	103	899	120	2	119	-1	1
3463	1.0203164	12221136	13594.145	165086	183.63292	143372	159.47942	899	120	2	119	-1	1
3464	1.0233922	20910856	13996.557	246777	165.17871	230329	154.16934	1494	120	2	119	-1	1
3465	1.0419675	14800229	11935.669	193894.98	156.36693	127952	103.1871	1240	120	2	119	-1	1
3466	1.0157493	14964252	13678.476	213437	195.09781	173438	158.53564	1094	120	2	119	-1	1
3467	1.0233988	20158406	13722.536	249800	170.04765	242773	165.26413	1469	120	2	119	-1	1
3468	1.0168843	26641258	13854.009	322510	167.71191	316055	164.35518	1923	120	2	119	-1	0
3469	1.0374257	21622918	15184.634	165915	116.51334	158021	110.9698	1424	120	2	119	-1	1
3470	1.0896176	19208868	12432.925	290208	187.8369	160101	103.62524	1545	120	2	119	-1	1
3471	1.0918326	2925188	12554.455	25442	109.19313	23871	102.45065	233	120	2	119	-1	0
3472	1.0367268	18759932	13506.07	255593	184.01224	169294	121.88193	1389	120	2	119	-1	1
3473	1.0254267	18293972	14897.371	193843	157.8526	139368	113.49186	1228	120	2	119	-1	1
3474	1.0419058	33582548	12610.796	502429.03	188.6703	368862	138.5137	2663	120	2	119	-1	0
3475	1.0542572	10391962	14952.463	78851	113.45467	125458	180.51511	695	120	2	119	-1	1
3476	1.0595965	19434316	12003.901	184148	113.74181	1061593	655.70911	1619	120	2	119	-1	1
3477	1.0381693	24469350	12858.303	351673	184.79927	212340	111.58171	1903	120	2	119	-1	1
3478	1.0357559	21464574	13525.251	276328	174.11972	163223	102.85003	1587	120	2	119	-1	1
3479	1.0491046	13590916	11828.474	197016	171.46736	119597	104.08791	1149	120	2	119	-1	1
3480	1.0558261	14579724	15710.909	163300	175.96983	96176	103.63793	928	120	2	119	-1	1
3481	1.0261501	16567540	14558.471	187989	165.19244	117281	103.05888	1138	120	2	119	-1	1
3482	1.0239399	19609450	13458.785	200090.98	137.33081	148468	101.8998	1457	120	2	119	-1	1
3483	1.0481988	11676094	12705.217	152708	166.16757	93772	102.03699	919	120	2	119	-1	1
3484	1.0462606	19284912	14598.723	188594	142.76608	134351	101.70401	1321	120	2	119	-1	1
3485	1.0387845	16783034	12791.946	213439	162.68216	133799	101.98094	1312	120	2	119	-1	1
3486	1.0342871	11917326	11977.212	179210	180.11055	128602.01	129.24825	995	120	2	119	-1	1
3487	1.1300895	29496446	13880.681	271776	127.89458	215511	101.41694	2125	120	2	119	-1	0
3488	1.035612	25179060	12879.314	317267	162.28491	265583	135.84808	1955	120	2	119	-1	1
3489	1.1146269	7352962	10641.045	100605	145.59334	70305	101.74385	691	120	2	119	-1	1
3490	1.0634051	22011014	16008.01	227486.98	165.44508	139976	101.80073	1375	120	2	119	-1	1
3491	1.0612448	9516091	12076.258	130694	165.85533	80272	101.86802	788	120	2	119	-1	1
3492	1.0605207	8343158	12508.482	116751	175.03899	72415	108.56821	667	120	2	119	-1	1
3493	1.0371051	18434562	12819.584	224737	156.28442	202145	140.57372	1438	120	2	119	-1	1
3494	1.0360545	17155234	12081.151	182106.02	128.24367	325378	229.13943	1420	120	3	119	-1	1
3495	1.2967118	4941770	10884.956	49711	109.4956	53135	117.03745	454	120	3	119	-1	0
3496	1.4564133	8739484	13960.837	66250	105.83067	66456	106.15974	626	120	3	119	-1	0
3497	1.069183	8230876	13044.178	113686	180.16798	71543	113.38035	631	120	3	119	-1	1
3498	1.0366636	18056352	14062.579	206524	160.84424	161904	126.09346	1284	120	3	119	-1	1
3499	1.0429079	9534406	12832.31	120646.99	162.37819	75496	101.60969	743	120	3	119	-1	1
3500	1.0422439	21141488	13457.345	258216.98	164.36473	163469	104.05411	1571	120	3	119	-1	1
3501	1.0389607	17566808	13338.502	228932	173.8284	134449	102.08732	1317	120	3	119	-1	1
3502	1.0430332	17585146	11607.357	270187	178.34125	213538.98	140.94983	1515	144	1	143	-1	1
3503	1.0416906	15922345	11521.233	231456	167.47902	214035	154.87337	1382	144	1	143	-1	1
3504	1.0273981	11010024	11143.749	169255	171.31073	128350.99	129.90991	988	144	1	143	-1	1
3505	1.2606549	21430932	13067.642	269266	164.18658	194476	118.58292	1640	144	1	143	-1	0
3506	1.0327011	17783236	13689.943	163588	125.93379	133634	102.87452	1299	144	1	143	-1	1
3507	1.0342817	14580236	11311.277	203273	157.69821	152811	118.55004	1289	144	1	143	-1	1
3508	1.0440205	13373449	11639.207	193699	168.58051	126020	109.67798	1149	144	1	143	-1	1
3509	1.0770323	13298926	10865.136	213986.98	174.82597	144622	118.15523	1224	144	1	143	-1	1
3510	1.0351929	15169285	13604.74	187983	168.59462	130680.01	117.2018	1115	144	1	143	-1	1
3511	1.1026159	8062024	13618.284	62755	106.00507	60415	102.05237	592	144	1	143	-1	1
3512	1.0347325	12913687	11387.731	176059	155.25485	131244	115.73545	1134	144	1	143	-1	1
3513	1.0723835	18699980	11680.187	261199.98	163.14803	175496	109.61649	1601	144	1	143	-1	1
3514	1.1161562	23604200	13149.972	284844	158.68747	194002	108.07911	1795	144	1	143	-1	0
3515	1.0487236	15475173	14171.404	146812	134.44322	113556	103.98901	1092	144	1	143	-1	1
3516	1.0574561	10195277	11130.215	137863	150.50546	100626	109.85371	916	144	1	143	-1	1
3517	1.0260053	15637484	13585.998	171878	149.32928	128338	111.5013	1151	144	1	143	-1	1
3518	1.0614095	14652273	13745.097	173993	163.22044	112687	105.71013	1066	144	1	143	-1	1
3519	1.0337896	11227407	12643.477	148208	166.90089	98024	110.38739	888	144	1	143	-1	1
3520	1.0518287	22916968	11458.484	342419	171.2095	323522	161.761	2000	144	1	143	-1	1
3521	1.0397861	15859052	12060.115	223008	169.58783	210462	160.04715	1315	144	1	143	-1	1
3522	1.0741419	28147724	12334.673	468487.03	205.29668	297798	130.49869	2282	144	2	143	-1	0
3523	1.0367967	17876698	13966.171	134831	105.33672	130060	101.60938	1280	144	2	143	-1	1
3524	1.0656735	6125839	12325.632	76036	152.98994	53497	107.63984	497	144	2	143	-1	1
3525	1.043553	13072450	13617.136	135062	140.68959	97992	102.075	960	144	2	143	-1	1
3526	1.0495742	19030836	11696.888	261086	160.47081	168013	103.26552	1627	144	2	143	-1	1
3527	1.0374962	17450008	11579.302	255304.98	169.41273	155857	103.42203	1507	144	2	143	-1	1
3528	1.0484	10088812	13327.36	162847	215.12154	77551	102.44518	757	144	2	143	-1	1
3529	1.0716804	16818982	11449.273	254639.02	173.34174	250796	170.72566	1469	144	2	143	-1	1
3530	1.0871488	5035239	10339.3	82873	170.17043	51687	106.13347	487	144	2	143	-1	1
3531	1.0438242	14544607	13825.672	110193	104.7462	107477	102.16445	1052	144	2	143	-1	1
3532	1.1779961	34983720	12758.468	400535	146.07404	327649	119.49271	2742	144	2	143	-1	0
3533	1.0221335	14493793	11296.799	217006	169.13951	157232	122.55027	1283	144	2	143	-1	1
3534	1.058983	13860073	11323.589	203209.02	166.02043	196524	160.55882	1224	144	2	143	-1	1
3535	1.0399183	10645444	13700.7	135678	174.61777	129804.01	167.05792	777	144	2	143	-1	1
3536	1.02368	17559036	12339.449	237590	166.96416	267976	188.31764	1423	144	2	143	-1	1
3537	1.0326181	18976746	11860.466	253009.02	158.13063	302894	189.30875	1600	144	2	143	-1	1
3538	1.090153	6492405	9988.3154	106550	163.92308	92382.992	142.12769	650	144	2	143	-1	1
3539	1.0286241	19614476	13813.012	199905	140.77817	195585	137.73592	1420	144	2	143	-1	1
3540	1.0400307	14880262	12000.211	179715	144.93146	153469	123.76532	1240	144	3	143	-1	1
3541	1.0614769	13019418	11792.951	179968	163.0145	134534	121.8605	1104	144	3	143	-1	1
3542	1.0521771	8811906	11609.89	118610.99	156.27272	89133	117.43478	759	144	3	143	-1	1
3543	1.0275283	16472302	15223.939	163604	151.20517	122894	113.58041	1082	144	3	143	-1	1
3544	1.1298669	15138615	12429.076	141015	115.77586	141312	116.01971	1218	144	3	143	-1	0
3545	1.1078592	11197332	11899.396	114188	121.3475	117048	124.38683	941	144	3	143	-1	1
3546	1.3009959	13867624	12757.704	114174	105.03588	113329	104.25851	1087	144	3	143	-1	0
3547	1.2721293	4928839	11176.506	49739	112.78685	50375	114.22903	441	144	3	143	-1	0
3548	1.1943138	22481278	12427.462	221574	122.48425	223344	123.46268	1809	144	3	143	-1	0
3549	1.2064166	16862716	12027.614	166128	118.49358	169761	121.08488	1402	144	3	143	-1	0
3550	1.3449953	5502162	12590.76	46681	106.82151	46501	106.40961	437	144	3	143	-1	0
3551	1.4125132	18682620	12463.389	159755	106.57439	158999	106.07005	1499	144	3	143	-1	0
3552	1.251877	5120280	11506.247	50210	112.83146	51183	115.01797	445	144	3	143	-1	0
3553	1.1828107	2666739	12289.12	22839	105.24885	22569	104.00461	217	144	3	143	-1	0
3554	1.0991299	23867198	12568.298	201663	106.19431	199598	105.1069	1899	144	3	143	-1	1
3555	1.1276304	6461868	12571.728	55498	107.97276	55196	107.38522	514	144	3	143	-1	1
3556	1.0310979	12443874	11343.55	169142	154.18596	145203	132.36372	1097	144	3	143	-1	1
3557	1.0290082	11829812	13613.133	145180	167.0656	109479	125.98274	869	144	3	143	-1	1
3558	1.0708097	6860654	9928.5879	105753	153.04341	81793	118.36903	691	144	3	143	-1	1
3559	1.0412181	13929770	11588.827	186495	155.15392	142101	118.22047	1202	144	3	143	-1	1
3560	1.0694249	24984614	14187.742	294432	167.19591	205797	116.86372	1761	144	3	143	-1	1
3561	1.0381431	13209330	14052.479	141924	150.98297	117088	124.5617	940	144	3	143	-1	1
3562	1.0265734	19356070	14087.388	204356	148.73071	156334	113.7802	1374	144	3	143	-1	1
3563	1.1783172	19169818	11869.856	258081	159.80247	189703	117.46316	1615	144	3	143	-1	0
3564	1.0244267	15144971	13273.419	185469	162.54951	139680	122.41893	1141	144	3	143	-1	1
3565	1.0334359	18837464	11892.338	236235	149.13826	187274	118.22854	1584	144	3	143	-1	1
3566	1.0350801	12437230	14279.254	113879.99	130.74626	93613	107.47762	871	144	3	143	-1	1
3567	1.0327737	15992091	11979.095	208373	156.08464	161028	120.62022	1335	144	3	143	-1	1
3568	1.0363889	15175392	13082.234	172315	148.54741	143422	123.63966	1160	144	3	143	-1	1
3569	1.0424054	14018024	11323.121	194627.02	157.21083	140302	113.32957	1238	144	3	143	-1	1
3570	1.036053	11962556	14292.182	110580.01	132.1147	90396	108	837	144	3	143	-1	1
3571	1.0735178	3832186	14246.045	59888	222.63197	39948	148.50557	269	143	1	142	-1	0
3572	1.0902241	15415884	13381.844	216050	187.5434	211054	183.2066	1152	143	1	142	-1	1
3573	1.0297301	19832842	13668.396	249361	171.85458	285398	196.69055	1451	143	1	142	-1	1
3574	1.0410508	9149256	14901.068	98289	160.0798	67200	109.44625	614	143	1	142	-1	1
3575	1.0348448	23700134	15490.283	223391	146.00719	165469	108.14967	1530	143	1	142	-1	1
3576	1.0732719	24238082	15967.116	213985	140.96509	173024	113.98155	1518	143	1	142	-1	1
3577	1.0748261	11509890	13290.866	135790	156.80139	115784	133.69977	866	143	1	142	-1	1
3578	1.0446506	24240578	14789.858	272538	166.2831	214296	130.74802	1639	143	1	142	-1	1
3579	1.0229438	21168384	14528.747	241213	165.55457	200085.02	137.32671	1457	143	1	142	-1	1
3580	1.0716791	10705335	11174.671	103329	107.85909	106009	110.65658	958	143	1	142	-1	1
3581	1.0583612	12883623	13420.44	162892	169.67917	130570.01	136.01042	960	143	2	142	-1	1
3582	1.0391937	14867637	16003.915	140763	151.521	114109	122.82993	929	143	2	142	-1	1
3583	1.0264569	19210158	13653.274	227429.98	161.64178	172998	122.95522	1407	143	2	142	-1	1
3584	1.0408773	4703235	16560.687	62127.004	218.75705	33127	116.64436	284	143	2	142	-1	0
3585	1.0315064	7395250	14140.058	53976	103.20459	53460	102.21797	523	143	2	142	-1	1
3586	1.0386887	29737772	15257.964	350610	179.89226	206808	106.1098	1949	143	2	142	-1	1
3587	1.0650502	7869377	12144.101	94606	145.99692	65767	101.49229	648	143	2	142	-1	1
3588	1.0280117	18553722	13233.754	217767	155.32596	142836	101.88017	1402	143	2	142	-1	1
3589	1.0135577	21214768	14219.014	252980.98	169.5583	158899	106.50067	1492	143	2	142	-1	1
3590	1.0491036	22954870	14117.387	301472	185.40714	175500	107.93358	1626	143	2	142	-1	1
3591	1.0493142	18267790	15134.871	236289	195.76553	129710	107.46479	1207	143	2	142	-1	1
3592	1.2094832	4626988	12208.411	41811	110.31926	41353	109.11082	379	143	3	142	-1	0
3593	1.1175407	7750594	14433.136	55395	103.15643	54885	102.2067	537	143	3	142	-1	1
3594	1.0698219	12890082	13413.196	173759	180.81061	102429	106.58585	961	143	3	142	-1	1
3595	1.0527384	21398184	14087.021	258259	170.01909	165823	109.1659	1519	143	3	142	-1	1
3596	1.0708711	17731702	14039.352	201727	159.7205	155442	123.07363	1263	142	1	141	-1	1
3597	1.0518149	18527974	14869.964	217131	174.26244	152521	122.40851	1246	142	1	141	-1	1
3598	1.0285447	20612078	15462.924	178651	134.02176	144271	108.23031	1333	142	1	141	-1	1
3599	1.0831138	11494940	12988.633	152404	172.20792	110166	124.48135	885	142	1	141	-1	1
3600	1.0536278	16281550	13014.828	179485.98	143.47401	148465	118.67706	1251	142	1	141	-1	1
3601	1.0415218	15053537	13848.7	182353	167.75806	143512	132.02576	1087	142	1	141	-1	1
3602	1.048146	11153784	13635.433	141603	173.1088	104589	127.85941	818	142	1	141	-1	1
3603	1.0225464	20068596	13532.432	250881.02	169.17128	190224.02	128.26973	1483	142	1	141	-1	1
3604	1.0485959	21867488	16198.14	181666.02	134.56741	144203	106.81704	1350	142	1	141	-1	1
3605	1.0480997	12725758	16007.243	82368	103.60754	80744	101.56478	795	142	1	141	-1	1
3606	1.0365582	20321104	15975.711	132111	103.86085	129406	101.73428	1272	142	1	141	-1	1
3607	1.0270463	25157972	16034.399	162113	103.3225	159538	101.68133	1569	142	1	141	-1	1
3608	1.0204717	24152710	16253.506	155718	104.79004	151044	101.64468	1486	142	1	141	-1	1
3609	1.0325489	35764668	15128.879	336129	142.18655	241094	101.98562	2364	142	1	141	-1	0
3610	1.0319815	15726881	14822.696	134264	126.54477	107984	101.77568	1061	142	1	141	-1	1
3611	1.0793458	21168458	17294.492	131001	107.02696	124385	101.62173	1224	142	1	141	-1	1
3612	1.0679653	19189630	15703.462	158453.02	129.66695	124340	101.75123	1222	142	1	141	-1	1
3613	1.2042206	5498442	12383.878	45670	102.86036	45158	101.70721	444	142	1	141	-1	0
3614	1.0379365	7501637	14288.832	63112	120.21333	53465	101.8381	525	142	1	141	-1	1
3615	1.1798807	19931360	14997.261	136858	102.97818	135474	101.9368	1329	142	1	141	-1	0
3616	1.032343	19590234	17154.32	118538	103.7986	117266	102.68476	1142	142	1	141	-1	1
3617	1.042341	32262758	14441.7	230324	103.09937	228036.98	102.07565	2234	142	1	141	-1	0
3618	1.0555116	19871982	14852.004	138420	103.45291	137255	102.58221	1338	142	1	141	-1	1
3619	1.1275056	9262818	13908.135	68845	103.37087	68094	102.24324	666	142	1	141	-1	1
3620	1.0447466	19122434	15033.36	131479	103.36399	130189.01	102.34985	1272	142	1	141	-1	1
3621	1.1456519	19516874	12942.225	264023	175.08156	181853	120.59218	1508	142	1	141	-1	0
3622	1.0711882	11771666	14863.215	117621.99	148.51262	82100	103.66161	792	142	1	141	-1	1
3623	1.089098	8884443	13564.035	67579	103.17405	66907	102.14809	655	142	1	141	-1	1
3624	1.0346947	22275150	14909.739	229960.98	153.92302	165854	111.01339	1494	142	2	141	-1	1
3625	1.018537	20008016	13808.154	253335	174.83437	168690	116.41822	1449	142	2	141	-1	1
3626	1.0262113	14120979	14557.71	173011	178.36186	115166	118.72784	970	142	2	141	-1	1
3627	1.0584525	17657538	13892.634	212693	167.34303	151385	119.107	1271	142	2	141	-1	1
3628	1.3129469	4395788	14800.633	30698	103.36027	30674.002	103.27946	297	142	2	141	-1	0
3629	1.0834033	20499002	16518.133	208526	168.03062	127733	102.92747	1241	142	2	141	-1	1
3630	1.0369127	18518436	14755.727	202095	161.03188	129467	103.16096	1255	142	2	141	-1	1
3631	1.0222147	24779164	13804.548	298168	166.11031	185510	103.34819	1795	142	2	141	-1	1
3632	1.1033369	4130471	15886.427	56197	216.1423	26576	102.21539	260	142	2	141	-1	0
3633	1.0306533	14675131	14151.524	152751	147.30087	109565	105.65574	1037	142	2	141	-1	1
3634	1.0679307	16157812	12194.575	170482	128.66566	221673.02	167.30038	1325	142	3	141	-1	1
3635	1.0305515	24427128	13723.105	309370	173.80338	347315	195.12079	1780	142	3	141	-1	1
3636	1.0634668	16596670	13027.214	223709	175.59576	221086	173.5369	1274	142	3	141	-1	1
3637	1.0412208	15863299	13628.264	226321	194.43385	197590	169.75085	1164	142	3	141	-1	1
3638	1.1045837	8420990	12568.642	109903	164.03433	85053	126.94478	670	142	3	141	-1	1
3639	1.0458642	15086856	14206.079	178534	168.11111	170737	160.7693	1062	142	3	141	-1	1
3640	1.032144	18759648	14201.096	268446	203.21423	218451	165.3679	1321	142	3	141	-1	1
3641	1.0547372	11628547	13095.211	157825	177.73085	92737	104.43356	888	142	3	141	-1	1
3642	1.0350865	13891448	15315.819	170783	188.29437	128294	141.44873	907	142	3	141	-1	1
3643	1.0235487	17257078	13588.25	215724.98	169.8622	133205	104.88583	1270	142	3	141	-1	1
3644	1.0788658	13156046	13116.696	171111	170.5992	105522	105.20638	1003	142	3	141	-1	1
3645	1.0442035	17388416	13778.46	211500	167.59113	179702	142.39461	1262	142	3	141	-1	1
3646	1.0726342	17833474	13571.897	227886.98	173.42998	180179	137.12253	1314	142	3	141	-1	1
3647	1.0711633	10133728	16749.963	119857	198.11075	63715	105.31405	605	142	3	141	-1	1
3648	1.0342639	19147844	13795.276	212305	152.95749	146411	105.48343	1388	142	3	141	-1	1
3649	1.0187744	23505866	13650.328	311764	181.04762	189359	109.96458	1722	142	3	141	-1	1
3650	1.0408168	8134161	12952.485	105640.01	168.21657	65720	104.64968	628	142	3	141	-1	1
3651	1.101513	8510382	13153.604	104714	161.84544	75242	116.29366	647	141	1	140	-1	1
3652	1.0320788	20421372	14586.694	234147.98	167.24857	211862	151.33	1400	141	1	140	-1	1
3653	1.0174377	31091092	14983.659	352024	169.65012	310783	149.77493	2075	141	1	140	-1	0
3654	1.0757606	15463282	13732.933	191006	169.63232	162899	144.67052	1126	141	1	140	-1	1
3655	1.1153087	7452890	14876.028	51734	103.26147	51359	102.51298	501	141	1	140	-1	1
3656	1.0608869	11751840	13400.046	132642	151.24515	91949	104.84492	877	141	1	140	-1	1
3657	1.1421392	5383895	18127.592	56868	191.47475	31003	104.38721	297	141	1	140	-1	0
3658	1.050302	15619623	13834.919	166021	147.05138	120208	106.47298	1129	141	1	140	-1	1
3659	1.0657823	13192719	13642.936	145476	150.44054	103765	107.3061	967	141	1	140	-1	1
3660	1.0490738	18083216	13963.874	217593	168.02548	153454	118.4973	1295	141	1	140	-1	1
3661	1.0501205	10303757	16974.889	96507	158.99011	63019	103.82043	607	141	1	140	-1	1
3662	1.0715478	21800948	17343.635	216731	172.41925	206586	164.34845	1257	141	2	140	-1	1
3663	1.0486173	14686651	14108.214	180923	173.79732	146980	141.19116	1041	141	2	140	-1	1
3664	1.1310131	15794916	15172.83	166156	159.61191	157140	150.951	1041	141	2	140	-1	0
3665	1.0632639	15155672	14461.52	175476	167.43893	139017	132.64981	1048	141	2	140	-1	1
3666	1.0272788	20264454	14834.886	241275	176.62885	197339	144.46486	1366	141	2	140	-1	1
3667	1.0329399	20715054	15287.863	230577.98	170.16826	143855	106.16605	1355	141	3	140	-1	1
3668	1.1156898	4570297	14695.488	31897	102.5627	31716	101.98071	311	141	3	140	-1	0
3669	1.3455663	2780278	15360.652	19141	105.75138	19043	105.20995	181	141	3	140	-1	0
3670	1.0944108	18379834	13435.552	235322.02	172.01901	145252	106.17836	1368	141	3	140	-1	1
3671	1.0298009	6046652	12289.943	75858	154.18292	50598	102.84146	492	141	3	140	-1	1
3672	1.026599	20459212	14217.659	232659.98	161.68172	155905	108.3426	1439	141	3	140	-1	1
3673	1.150073	13718470	12785.153	109966	102.48462	109276	101.84157	1073	140	1	139	-1	0
3674	1.1096884	3824471	13052.802	30261	103.27986	29779	101.63481	293	140	1	139	-1	0
3675	1.2894897	4708111	13041.858	37078	102.70914	36779	101.88089	361	140	1	139	-1	0
3676	1.1671007	4104684	12867.348	32883	103.0815	32559.002	102.06583	319	140	1	139	-1	0
3677	1.1971691	3090150	12716.667	24833	102.19341	24757	101.88066	243	140	1	139	-1	0
3678	1.1233322	13922264	13146.614	109106	103.02738	108700	102.644	1059	140	2	139	-1	1
3679	1.0651711	14194770	12080.655	144949	123.36085	495876	422.02213	1175	140	2	139	-1	1
3680	1.0549727	10926724	12516.293	167225	191.55212	147476	168.93013	873	140	2	139	-1	1
