ORF,Gene,Well ID,Well cell count,Mean Intensity 488nm,STD Intensity 488nm,Median Intensity 488nm
Control-Blank,None,1E5,395174,165.12771153175197,18.88834090239861,166.634445
his3Δ1::GFPdC,None,5L12,395174,165.12771153175197,18.88834090239861,166.634445
Control-his3d-GFPdC,None,1G8,395174,165.12771153175197,18.88834090239861,166.634445
his3Δ1::SWAT / SWAT-SP,None,7D11,395174,165.12771153175197,18.88834090239861,166.634445
Control-his3d-SWAT,None,1G6,395174,165.12771153175197,18.88834090239861,166.634445
Control-Blank,None,2E1,395174,165.12771153175197,18.88834090239861,166.634445
Control-URA+,None,1G10,395174,165.12771153175197,18.88834090239861,166.634445
Control-Blank,None,3G1,395174,165.12771153175197,18.88834090239861,166.634445
URA+,None,5N21,395174,165.12771153175197,18.88834090239861,166.634445
Control-his3d-SWAT,None,2D11,395174,165.12771153175197,18.88834090239861,166.634445
Control-Blank,None,2E20,395174,165.12771153175197,18.88834090239861,166.634445
his3Δ1::SWAT / SWAT-SP,None,5L10,395174,165.12771153175197,18.88834090239861,166.634445
Control-his3d-GFPdC,None,2D13,395174,165.12771153175197,18.88834090239861,166.634445
Control-his3d-GFPdC,None,4C20,395174,165.12771153175197,18.88834090239861,166.634445
Control-Blank,None,4L5,395174,165.12771153175197,18.88834090239861,166.634445
Control-Blank,None,2E5,395174,165.12771153175197,18.88834090239861,166.634445
Control-his3d-SWAT,None,4L10,395174,165.12771153175197,18.88834090239861,166.634445
Control-his3d-GFPdC,None,4L12,395174,165.12771153175197,18.88834090239861,166.634445
Control-URA+,None,3N21,395174,165.12771153175197,18.88834090239861,166.634445
Blank,None,5L5,395174,165.12771153175197,18.88834090239861,166.634445
his3Δ1::GFPdC,None,7D13,395174,165.12771153175197,18.88834090239861,166.634445
Control-his3d-SWAT,None,3C18,395174,165.12771153175197,18.88834090239861,166.634445
YJL204C,RCY1,3C13,355,165.1320911549296,19.871974928057725,168.82263
YLR377C,FBP1,6P6,3290,165.13539202127618,18.983353227734362,167.7156
YKL042W,SPC42,7P10,74,165.135462972973,21.08966712285951,168.30261000000002
YGR159C,NSR1,6K3,818,165.14066066014684,18.35868990265546,167.74287
YKL142W,MRP8,8C16,2005,165.14098786533702,21.746541205034625,170.25157
YAL018C,LDS1,1A11,1426,165.14282544179514,13.120638029904415,166.34656999999999
YBR241C,YBR241C,1E2,328,165.14564070121952,12.371622533010807,165.36477000000002
YKL168C,KKQ8,12O8,2425,165.14668606597934,16.941582427340762,163.93851
YAL034W-A,MTW1,11N14,2287,165.14973102317418,16.17675034424813,166.37878
YNR036C,MRPS12,15P13,61,165.14977393442624,19.082148974377972,168.65585
YKR026C,GCN3,3E14,1038,165.15191342003837,15.798705313061594,166.24295
YDL052C,SLC1,1B5,936,165.15939131410246,13.01565273948719,165.74288
YCR104W,PAU3,12K2,3150,165.16144414603158,16.17137308757912,164.688545
YPL022W,RAD1,11F20,1719,165.1685675101806,14.94261971969296,165.65884
YHR161C,YAP1801,2P21,1813,165.16897304467753,14.443457409819324,165.35245
YNL087W,TCB2,4E23,2356,165.17618241511022,18.94763271412027,167.61548499999998
YDR196C,CAB5,1B14,1522,165.17954999999998,13.127985212716004,165.75647
YMR068W,AVO2,3J4,2060,165.18040082038806,18.10719436204114,167.90573
YJR066W,TOR1,3G9,1402,165.18187730385162,18.748437049212537,167.768905
YPL103C,FMP30,15L21,702,165.1865516239316,16.578872822438555,166.50097499999998
YGL262W,YGL262W,5A23,571,165.18766956217155,14.813743015368363,165.6653
YMR194C-B,CMC4,13E7,1435,165.19376493379812,15.516546030524529,165.66484
YDL121C,YDL121C,1D9,1055,165.19707753554496,16.085666900763954,167.27098
YPR106W,ISR1,11C8,610,165.20014675409857,16.246890619403285,166.93633
YAL036C,RBG1,11H12,1443,165.20512325710308,15.685187214556683,166.18512
YGL014W,PUF4,5E24,1384,165.20557445086706,15.986538801240803,164.15087499999998
YHR124W,NDT80,9G5,3191,165.20607267000932,14.755777315058053,164.51845
YIL094C,LYS12,15F23,1697,165.20692769004143,16.58208772880901,167.31119
YCR065W,HCM1,14D23,885,165.21059377401144,13.4318651988224,165.01059
YDL156W,CMR1,9H9,2542,165.21406455940243,18.501687203899998,167.50689
YER169W,RPH1,13D21,1884,165.2153946974521,17.77706661570381,167.099095
YMR100W,MUB1,13K9,2840,165.21678210915502,15.743243982772437,163.87578
YGR126W,YGR126W,6J2,1835,165.21883419073572,19.96476067237807,168.73094
YBR273C,UBX7,1E16,414,165.22302550724638,13.542236806074767,165.02891
YNL272C,SEC2,4M21,2867,165.22510930589445,18.968147131582857,167.47775
YEL056W,HAT2,9F16,3093,165.22544959262822,16.889609015916644,165.97542
YOR020W-A,YOR020W-A,9K1,2890,165.22711284083056,15.545902818269413,164.207305
YIL010W,DOT5,9B10,2510,165.23298089243062,15.309218391280154,165.56073
YDR513W,GRX2,1P10,921,165.23404394136807,14.510001228030653,166.45245
YJR011C,YJR011C,9A13,2863,165.2372667691233,13.59457626766563,165.85973
YBL059W,YBL059W,1G5,1805,165.2395760941828,13.971507504393854,165.56601
YLR363W-A,YLR363W-A,9N24,3551,165.24048414812762,15.335006709947757,165.31018
YPR158W,CUR1,11P10,1485,165.24243983838377,17.270583770449658,166.24014
YPR028W,YOP1,4J2,3142,165.24468097071943,17.526932225474287,163.82133499999998
YNR062C,YNR062C,4E4,2989,165.2458030645695,17.059951942141744,163.68391
YMR061W,RNA14,9L22,2858,165.25173648005594,14.921509495048936,165.41676
YDR299W,BFR2,13O7,1909,165.25475817705617,15.961413136529547,164.72493
YKL022C,CDC16,7I1,2099,165.26022485945657,21.55566046898416,168.76234
YCR079W,PTC6,9C13,3014,165.26048678832106,14.794205861382272,166.294285
YGL133W,ITC1,14C13,80,165.268689375,18.49520789492236,166.11419
YGR095C,RRP46,6M6,1652,165.27111577481836,18.922385271489606,168.260155
YPR196W,YPR196W,11O6,2030,165.2748829310348,15.381439308490544,165.47518000000002
YHR040W,BCD1,13E8,2098,165.27573174928497,15.511651870024307,163.85855
YPR144C,NOC4,12C19,126,165.2811154761905,15.161789631465151,164.928905
YOR179C,SYC1,6H21,1640,165.28611434756098,17.888860584685588,167.71551499999998
YCL008C,STP22,1I8,1419,165.28713841437641,14.497012067939957,166.12561
YJR078W,BNA2,11K6,2256,165.28956705230453,14.19799009521806,165.10618
YCR034W,ELO2,1M16,824,165.29278866504842,14.928227567577894,165.1443
YAR028W,YAR028W,1C17,906,165.29344475717429,21.380715773392712,169.23171
YJL219W,HXT9,3E1,1461,165.29759164955516,13.554667797313876,166.32686
YER110C,KAP123,11A17,1116,165.30296630824355,15.673880150447953,166.2836
YPR153W,YPR153W,4N20,2925,165.30881752820545,21.696795104792365,168.56296
YLL004W,ORC3,5J15,2382,165.30944823257744,16.334402263220262,164.214745
YKL107W,YKL107W,13P6,1552,165.30972282216513,16.316739440338843,164.65539
YDR524C,AGE1,1P14,1774,165.310857367531,13.528605640145202,165.73687
YMR112C,MED11,11C14,162,165.31746388888902,14.407277263080363,166.701255
YLR417W,VPS36,3N3,1400,165.31842647857135,21.39629763168993,165.739265
YPL233W,NSL1,13H9,495,165.32411414141419,15.757460765032341,165.65768
YBR182C,SMP1,13F7,1541,165.3250905451008,14.549508503104006,164.49341
YPL262W,FUM1,15L4,1956,165.3287346370144,13.627559125038728,164.42484
YBL078C,ATG8,1G11,1404,165.32900452991493,14.866797195416277,166.31133499999999
YDL090C,RAM1,14H9,13,165.33957923076926,27.199668041833238,170.36958
YPL264C,YPL264C,4H10,3483,165.34190780935984,16.378169122548282,164.17924
YAR002W,NUP60,12O13,2230,165.34229751569515,15.877991519194646,165.49450000000002
YKL009W,MRT4,11D21,901,165.342620355161,13.075214966456306,165.40076
YBR021W,FUR4,1I13,2284,165.3456155735549,13.668786739188157,165.18502999999998
YLL043W,FPS1,3K18,628,165.34641890127392,21.010942386428425,168.94018999999997
YPL068C,YPL068C,14C9,2619,165.35042928216868,17.57876348385639,167.80844
YOL087C,DUF1,7F13,2282,165.3516062138476,19.7798164064329,166.00619
YPL170W,DAP1,7B1,1518,165.35414554018476,18.46687886082739,168.434935
YOL061W,PRS5,13P8,1095,165.35833795433763,14.6028142591819,165.12238
YHR135C,YCK1,2P9,1172,165.3586047866895,17.221928692930792,167.25601
YJR036C,HUL4,9E24,1576,165.35909668147212,15.705909509890853,166.0197
YGL144C,ROG1,10J9,3071,165.36153895148183,20.516468687266112,168.53386
YEL015W,EDC3,7H2,2564,165.3629530109204,19.37355463112606,168.22601500000002
YOL109W,ZEO1,11N1,1827,165.36969535303774,15.985263131073513,164.44427
YIL149C,MLP2,12D14,772,165.37330209844563,14.061593183090649,165.53662
YML093W,UTP14,11H8,2784,165.3741898060345,14.205156190120677,165.15858
YDR481C,PHO8,1N12,1326,165.37637794117637,16.356714663817286,166.03884
YER127W,LCP5,6L3,801,165.3765666541823,17.926323972534547,167.58534
YDR438W,THI74,1L16,1090,165.3836536972477,13.627082546982294,165.09474
YPR079W,MRL1,4L2,3409,165.38575021413936,17.646119383950378,164.20844
YGR017W,YGR017W,8C11,3061,165.38587147990881,22.063541375921936,170.22256
YGR136W,LSB1,11K4,1774,165.3872047801578,13.634214106376849,164.64669
YDL077C,VAM6,1B15,917,165.39332965103617,13.051510138090803,165.18645
YGR169C-A,LSO2,9B16,2660,165.39453422932354,15.883837817643474,165.45298
YPL209C,IPL1,12M24,1174,165.39521695059622,16.051940843278775,166.03221000000002
YER188C-A,YER188C-A,12E11,267,165.39671677902626,13.086718479953296,166.0661
YJR056C,YJR056C,13F4,1869,165.39679175494942,15.623782026855222,165.26645
YKL204W,EAP1,8L4,3001,165.39930993002315,16.5336109894726,166.80724
YLR154C-H,YLR154C-H,12F16,183,165.3998491256831,21.24984697167333,168.77943
YGR012W,MCY1,11M4,2366,165.4004284446327,14.767963296694324,164.95026000000001
YMR149W,SWP1,16L21,24,165.4109058333333,16.569899983428282,165.937095
YEL030W,ECM10,12F6,2388,165.41136798994975,14.809210923111845,165.67677
YNL227C,JJJ1,4K23,2809,165.41650166251344,20.185952965338153,168.76112
YPL225W,YPL225W,9I5,2906,165.418201717137,15.962781187856345,166.309335
YBL091C,MAP2,11A19,1164,165.4199102061857,17.429941135392195,165.41893499999998
YJR005W,APL1,3E9,1364,165.42150648093832,17.215928617506663,167.97629999999998
YDR371W,CTS2,1J2,2163,165.42176662043417,14.901990347858986,164.40317
YML022W,APT1,11D19,1363,165.4252017094646,13.189792580872787,165.08647
YNL225C,CNM67,10J15,2999,165.42999704901655,17.407280541961462,164.48582
YLR175W,CBF5,9K3,3038,165.4362892001316,16.532337174235714,165.25218999999998
YPL219W,PCL8,6J7,1637,165.4363382162493,18.644762708748534,168.11885
YMR127C,SAS2,10C4,1731,165.43807298671283,20.202315374227112,169.3251
YNL014W,HEF3,11H14,1201,165.4387551040799,14.58932125099102,166.87738
YER045C,ACA1,9K2,3531,165.43916245256307,15.840716748420336,164.56386
YLR327C,TMA10,13L8,2389,165.4521301297616,15.675428659668594,164.51781
YCL029C,BIK1,1I14,2415,165.45808359420263,13.892592241129165,164.99467
YOL070C,NBA1,9A20,1172,165.4602764419796,13.849641658915667,165.42839500000002
YCL073C,GEX1,1K10,2027,165.46060302417357,13.503789810795197,165.85143
YMR246W,FAA4,3P18,925,165.46125959999995,17.669740932576293,166.42033
YIR023W,DAL81,10C13,739,165.46230304465504,14.985262604340411,165.44769
YOL163W,YOL163W,4M2,2668,165.4750983620689,16.68431829598928,164.25594999999998
YAL016W,TPD3,12D6,2039,165.47830484060833,14.972123267337624,165.19832
YBL090W,MRP21,15A7,1783,165.48782842961305,16.02143852344408,167.71693
YNL100W,MIC27,14I13,11,165.49103545454545,27.90398436266096,167.98035
YBR025C,OLA1,6N3,2929,165.491308593377,18.962897890585882,167.84219
YOR323C,PRO2,6B5,941,165.49184540913893,16.65113867039503,168.45279
YBR014C,GRX7,7I2,2948,165.49761845658062,21.734862753098124,169.38962500000002
YPL051W,ARL3,4N23,2539,165.50014579755816,20.650836712046857,168.79564
YPR062W,FCY1,7C2,2761,165.50132420137655,19.562715834400233,168.97498
YNL188W,KAR1,4K9,2949,165.5058909257377,17.995116680305518,164.21423
YHL026C,YHL026C,2H23,2932,165.51257831855415,15.919103075532329,164.58992
YNL204C,SPS18,5O12,15,165.51629666666668,15.280602645336563,164.02921
YGL151W,NUT1,11H22,1102,165.51842376587996,13.659832624920236,165.6331
YNR033W,ABZ1,5E23,1735,165.51928863976957,15.63332661245514,164.49661
YMR099C,YMR099C,11F23,2721,165.524425659684,13.57375256273616,164.8829
YMR043W,MCM1,9C15,2739,165.5258730449071,14.548926878449636,166.38831
YNL234W,YNL234W,4M3,2606,165.52859627014539,19.008720267316942,164.49578
YKL050C,YKL050C,11A15,759,165.52924146245067,12.35985689148938,166.58968
YPL220W,RPL1A,14C11,881,165.53625278093057,16.391051969668066,167.2551
YPL158C,AIM44,9G12,3098,165.5388723983219,16.00925528770476,166.98636499999998
YOR164C,GET4,6C2,1826,165.54456239320922,16.809842804372384,168.600565
YOR087W,YVC1,4B5,1449,165.54491811594184,15.676876831069311,164.24182
YDL006W,PTC1,9D8,2950,165.54715904745757,15.445627413899546,165.657165
YGL241W,KAP114,9J7,3361,165.5481350847959,17.48595068036348,167.25735
YNL305C,BXI1,4O21,2301,165.54947187744452,20.46871645957676,169.162
YPR032W,SRO7,4J8,2194,165.55383163628096,18.24461580805063,164.94386
YJR135C,MCM22,7L1,2841,165.5583296620908,21.587810491661063,169.10521
YLR135W,SLX4,13B11,1005,165.55866337313415,12.271493134841334,165.2114
YGL101W,YGL101W,9M21,3502,165.55912565391156,15.596325047341658,165.561315
YKL127W,PGM1,13B16,2257,165.568453655295,15.360099208948046,165.95647
YFL029C,CAK1,9G13,2797,165.5769753986415,17.564990351023333,167.71057
YLR082C,SRL2,13H10,1857,165.57748618739856,15.347265726033749,164.68843
YOL107W,YOL107W,4I24,2440,165.57977640983592,20.986622481891434,169.28009
YJR067C,YAE1,14A1,763,165.58680019659246,15.733789688610058,167.24156
YEL017C-A,PMP2,1P24,1399,165.58808636168672,16.068666001418983,164.54169
YFR031C,SMC2,11D14,2066,165.59013016940946,14.68533609165531,166.102645
YDL072C,YET3,1B13,652,165.59030763803685,14.006836901810447,166.203735
YML006C,GIS4,3P3,1489,165.59110017461404,16.618085452757164,167.49263
YDL203C,ACK1,12J3,3133,165.59124983083265,15.877739776430637,165.54286
YNR014W,YNR014W,9D16,2019,165.59396331847447,16.38940510847373,166.55103
YGR281W,YOR1,2H1,475,165.59823105263166,16.615346427905553,165.22069
YFR040W,SAP155,11E21,1348,165.600245148368,13.267046587917138,165.086685
YLR149C,YLR149C,7O6,3277,165.60122403722937,23.64183622844906,168.92651
YBR210W,ERV15,1C8,1081,165.60236597594812,12.370334973837329,166.33073
YML013W,UBX2,3P7,1605,165.60672635514015,17.756383105304643,167.46371
YCL005W-A,VMA9,1I4,1181,165.60750402201543,14.882556034080688,166.244
YNL154C,YCK2,4I11,2983,165.6082560341935,15.71100463783086,165.03592
YPR180W,AOS1,14G7,418,165.61888232057422,18.99899357441554,168.32727
YBR171W,SEC66,1A14,717,165.62071408647117,13.845731477295123,166.96649
YER003C,PMI40,11E19,1047,165.62077656160463,13.828726722184133,165.57603
YOR079C,ATX2,4O22,2211,165.6219776571688,22.178961687035013,170.25499
YDR190C,RVB1,5G3,417,165.62665877697842,18.42635242701988,167.78339
YHR177W,YHR177W,5D14,159,165.63527849056604,12.087084878953467,165.68428
YKL063C,YKL063C,3M9,1350,165.637050637037,17.8283429196721,167.82411000000002
YOL006C,TOP1,9K4,3090,165.63782968932026,17.032640468945072,165.540035
YJL080C,SCP160,2P2,919,165.64191522306845,15.545613574204625,165.90303
YNL119W,NCS2,9H19,2316,165.65251729274618,18.06025404018117,166.744835
YGR249W,MGA1,11I12,1669,165.65716474535643,14.069120904235334,166.4843
YHR005C,GPA1,4K10,3136,165.6592211447706,16.979985396572904,164.120605
YAR003W,SWD1,11C3,1192,165.66298957214738,13.435206535008788,166.28722
YDR216W,ADR1,1B22,1597,165.67255497808375,13.422748145426926,166.48216
YMR321C,YMR321C,9O21,2519,165.67525142119868,15.544383120520367,166.05528
YMR212C,EFR3,3P4,1559,165.67793325849894,17.27500270979934,166.89395
YMR175W,SIP18,9F4,3175,165.68006922519692,14.119447216596313,164.95879
YLR265C,NEJ1,3H3,2109,165.68056262683717,15.495732052648332,167.10387
YEL039C,CYC7,12A4,1610,165.68352491925415,14.375903289408386,166.483635
YER080W,AIM9,15D11,1269,165.68465970055163,16.629415462705854,167.47552
YJL059W,YHC3,2N22,2575,165.69986812427217,16.372208403134476,164.76195
YGL194C,HOS2,11N11,3031,165.70401533157323,15.771441448215283,166.3125
YGR283C,YGR283C,10A17,1089,165.7145344719927,14.770553900169794,164.97127
YDL108W,KIN28,9B17,2083,165.71475051848307,14.72183524633174,166.12604
YHR120W,MSH1,15F7,1902,165.71745999474197,13.17036072657699,165.53645
YHL045W,YHL045W,5P5,2893,165.71894633252674,17.528623240244688,167.62038
YPR156C,TPO3,4N22,3188,165.72024424717725,19.617632810436223,168.68016
YBR095C,RXT2,14G5,487,165.72404285420947,17.012428809837445,167.7907
YOL162W,YOL162W,4K24,2890,165.7254633702418,20.656889639632585,169.270925
YBR126W-A,MEO1,1O9,895,165.73195696089388,15.35524533706494,167.02711
YGR121W-A,YGR121W-A,9D4,2813,165.73836440455037,14.937204323472109,165.73958
YOR347C,PYK2,12I1,2330,165.74426383690974,16.172553606142433,166.869315
YIL029C,YIL029C,2D16,1018,165.7454933005897,16.62512237908566,166.187415
YDL229W,SSB1,12K1,2330,165.7473674592276,17.096157848005618,166.4674
YBR074W,PFF1,1M3,1021,165.75211546523008,12.837432235903,166.21243
YMR163C,INP2,3N6,2413,165.7602299544137,18.700942000558705,168.43149
YMR132C,JLP2,6L7,839,165.7603336948748,17.54236862210552,167.19987
YIR042C,YIR042C,6E21,1199,165.76181660550438,18.399046972444268,167.86493
YPL026C,SKS1,8B8,2389,165.76270873587268,22.81433680068076,172.01448
YDR342C,HXT7,1H8,1694,165.76376785714285,13.698910179756345,166.39148
YDR507C,GIN4,8G18,1388,165.76664311959658,24.842252189271278,171.73703999999998
YBL008W,HIR1,11J15,2469,165.77178095990286,16.283802166937853,166.95261
YDR108W,TRS85,1N15,1197,165.77530603174603,13.502549945997295,166.0239
YOR230W,WTM1,12H8,1699,165.78325381400822,15.84150149486719,165.84392
YOL082W,ATG19,4I10,3205,165.78467584711404,16.785138605693863,164.87041
YPL089C,RLM1,6K5,1357,165.78506212232853,18.822045295132973,168.74196
YDR363W-A,SEM1,6O7,2429,165.78850993001208,18.975821324257478,168.51167
YMR074C,SDD2,13C13,838,165.79087762529826,14.98029059939884,166.91289
YHR143W-A,RPC10,7P9,2155,165.80072258468638,24.1631330836108,169.95801
YDR482C,CWC21,12D16,455,165.80507729670336,13.363706796140903,166.94038
YNR021W,YNR021W,4C2,2095,165.8074589832937,14.405255149782432,165.55055
YHR020W,YHR020W,9A16,2528,165.81042621439857,15.048792989284166,165.53681
YLR053C,YLR053C,13D18,2321,165.8106131753551,14.585017845088386,165.98906
YEL023C,YEL023C,6M4,3211,165.81575278417932,17.774979724075017,168.04463
YLR451W,LEU3,5B3,834,165.81638534772205,12.710450356264232,166.37178
YDL161W,ENT1,1F15,568,165.81772700704238,12.441177749835663,166.37238000000002
YBR004C,GPI18,1I7,1962,165.81833380224248,14.85965484366569,165.899695
YEL019C,MMS21,10A6,1520,165.81974054605246,16.959610326358934,166.65329
YIR026C,YVH1,11K16,2391,165.8224310455875,15.583633982971213,166.68019
YJL026W,RNR2,12N6,3197,165.82919916796982,17.63154362244314,165.40109
YDR141C,DOP1,1P9,867,165.83648595155717,14.768018103829272,167.44922
YIL046W,MET30,9P17,3156,165.83651125158417,18.67864549973887,167.18193000000002
YBL024W,NCL1,6L6,1860,165.83968846236556,18.77684236981012,168.71283
YIL035C,CKA1,11K7,2490,165.84467489558222,13.769038070191144,165.814055
YGL215W,CLG1,9A17,1757,165.84833006829817,16.73721697307181,167.88531
YBL001C,ECM15,1E3,2060,165.85066567475724,12.574991069404623,164.46634
YDL100C,GET3,1D5,1300,165.85198276153847,13.393514493170837,165.92545
YPR175W,DPB2,12L1,2682,165.86048700969386,16.325481070635377,165.28073
YCR023C,YCR023C,1M4,879,165.86230956769026,12.836181973601832,166.25641
YPL191C,YPL191C,4F2,1181,165.86367593564796,14.639769000415004,165.39845
YPR046W,MCM16,11D10,1529,165.8683659254416,14.601285923476514,166.38152
YLR096W,KIN2,10F14,1936,165.884690284091,15.419556515657623,164.70081499999998
YIL073C,SPO22,14F13,255,165.88667419607836,19.841122392472293,168.98155
YDL078C,MDH3,1B17,1645,165.8880749422489,18.998750837893063,169.10295
YBR262C,MIC12,12I12,452,165.8914695132744,16.95790176625747,167.292575
YMR282C,AEP2,15O3,1786,165.89194690369558,15.633908852521058,165.213185
YDR461C-A,YDR461C-A,9K17,3132,165.89466205619448,20.741481939439762,167.239545
YJR085C,YJR085C,9A9,2845,165.89502892442835,12.468681606060258,165.80643
YER052C,HOM3,7G2,2823,165.8953376726885,19.905855121973694,169.36041
YMR066W,SOV1,15I22,1518,165.89635359683817,18.516510785859136,168.40096
YKL143W,LTV1,12G7,1893,165.897895742208,15.421380192447677,166.24892
YHR037W,PUT2,15F2,553,165.9002055153707,12.939497744905468,166.41765
YDL204W,RTN2,1H5,1404,165.90149955840445,12.935853751671297,165.99054
YBR255C-A,YBR255C-A,1E8,1511,165.90526936465915,14.059674957162668,167.06602
YBL106C,SRO77,1I3,1014,165.90702389546354,13.058308049402811,165.278635
YOR036W,PEP12,4M22,2744,165.90753210641398,18.759885245863373,168.57806499999998
YLR132C,USB1,9P18,2762,165.90991536205672,17.975317457081022,166.765785
YGR267C,FOL2,8C10,2085,165.91096588968836,20.116246771615685,170.18956
YHR011W,DIA4,15F1,2001,165.91338678660705,13.939310923162516,166.07378
YPL210C,SRP72,14A10,422,165.92126592417074,16.223332914085372,168.42352
YOR207C,RET1,8C12,1272,165.92356184748445,24.79557706236637,171.939095
YMR092C,AIP1,11F7,1797,165.92439692821372,14.884651359062765,166.23987
YKR048C,NAP1,12B19,557,165.93640095152594,12.896054825799766,166.83015
YCR075C,ERS1,1O4,1364,165.93942056451593,13.749168611593053,166.053085
YKL193C,SDS22,11K18,2630,165.9401163193911,14.810713881480911,165.84143
YBL069W,AST1,1G9,1284,165.9423334579441,14.567776752820087,166.879485
YDR176W,NGG1,9I8,3046,165.94786118187744,18.459331089032723,167.594875
YDL197C,ASF2,5A10,1021,165.95498567091076,14.904404894892194,166.30769
YBR056W,YBR056W,1K13,2638,165.95527863912085,13.31048017996704,166.40166
YGL006W-A,YGL006W-A,14H4,1959,165.9596664063292,18.999718415507505,168.26387
YMR070W,MOT3,13L15,4035,165.96551283519196,17.96866524087348,165.98859
YPR098C,YPR098C,9B23,506,165.96596027667994,17.952007772523626,168.029245
YMR299C,DYN3,9A14,1768,165.96890354072409,13.937908897502735,166.85417999999999
YBR183W,YPC1,1A18,1361,165.9727339235855,19.394828579017577,169.17894
YFL010C,WWM1,11K8,2617,165.9746937371035,14.945473879146455,165.98752
YBR058C,UBP14,11K13,1546,165.97723726390686,15.961309604894655,167.462825
YAL022C,FUN26,1A13,1283,165.98202208106017,13.096267895621967,167.1058
YDR009W,GAL3,10B16,3090,165.98572178640748,15.574317940045853,165.198165
YPR021C,AGC1,11P9,2428,165.98578161037847,17.499065307805974,165.997235
YLR183C,TOS4,14F7,445,165.9867015730337,18.15366924140456,167.99799
YKR021W,ALY1,3E10,773,165.99092219922363,21.170163463251374,168.25052
YLR032W,RAD5,9H11,1718,165.9931395518045,18.458548426706397,168.14892
YBL067C,UBP13,13N20,2402,165.99356612822623,16.948867688358458,165.477175
YCL063W,VAC17,1K6,981,165.99451512742104,12.853136260778351,166.46072
YLR330W,CHS5,3J9,1124,165.99680165480402,19.205749560882374,168.22337
YAL059W,ECM1,11N20,2109,165.99709922712177,15.244509191438887,165.47781
YBR230C,OM14,1M13,1424,165.997631116573,13.914795011149739,167.02919500000002
YNL090W,RHO2,4G1,1608,166.00119725746282,13.591912917594142,165.90773000000002
YIL072W,HOP1,10A2,2196,166.0087387750456,15.089947230496975,166.727845
YBR041W,FAT1,1K5,2709,166.01209235142124,13.713630969775787,166.24626
YHL001W,RPL14B,10A12,1229,166.01450898291287,15.022350309991047,165.99036
YCL001W-B,YCL001W-B,14E17,11,166.01563090909093,24.63471230591803,167.5416
YGL028C,SCW11,16A10,22,166.0176345454545,22.74927240870746,169.25410499999998
YDR510W,SMT3,11I14,2826,166.01861033262546,14.813599670041569,166.998555
YOR104W,PIN2,4B21,1195,166.01972758158976,17.191222231546348,168.03496
YDR161W,ACL4,11K15,2771,166.02301623601588,15.950698332807415,166.85023
YCR091W,KIN82,11O22,1714,166.02908351808637,13.734413590867378,166.46231
YBR227C,MCX1,15A24,273,166.03182593406598,19.126818624854298,167.2438
YDR062W,LCB2,1L17,1662,166.03201557761767,19.384617374311517,167.548905
YML088W,UFO1,11K17,16,166.03218875,12.852517758315358,162.94223
YAL067C,SEO1,1C13,1752,166.03316983447485,13.37496075854511,166.48753
YFL059W,SNZ3,14C4,1746,166.03889635166098,16.707076593989527,168.55885999999998
YOR110W,TFC7,11A7,407,166.03927825552822,18.834399790293954,169.56212
YNL246W,VPS75,7J4,2913,166.04185745279742,21.562644187173937,168.72188
YPL036W,PMA2,4N9,2910,166.0454369175256,17.12696884513089,165.185475
YER129W,SAK1,2I1,705,166.0456513900711,14.087959266308753,165.42207
YGR065C,VHT1,2M14,12,166.04668,34.88750453922019,171.36255
YCR087C-A,YCR087C-A,10A4,2276,166.04878943760994,14.77742880757671,167.72503
YBL007C,SLA1,1E7,1571,166.05028595162335,13.97839981519726,166.47942
YMR026C,PEX12,3H6,2008,166.0541794721116,16.669479764351674,168.43141
YPR034W,ARP7,12B7,1477,166.05472236289762,17.078180521002796,166.56027
YPL069C,BTS1,14D12,1723,166.0609947707488,17.32514215315766,167.79988
YMR281W,GPI12,4A11,2007,166.06379907324364,12.695384756497827,165.4962
YOR106W,VAM3,4B23,70,166.06595842857146,18.600427329646486,169.94942500000002
YER103W,SSA4,11M7,2460,166.0661673373984,15.481494753521442,166.145475
YOR023C,AHC1,12J13,1092,166.06941663003678,15.4852783501495,166.17446
YHR001W-A,QCR10,10A13,1228,166.07806083061905,14.794006389269455,166.44884000000002
YDR374C,PHO92,7C13,26,166.0781176923077,26.20018782605167,167.228315
YPR154W,PIN3,12G4,1498,166.0799963017357,14.465130469169345,166.57335
YHL009C,YAP3,11M6,2286,166.080109702537,14.806536885654678,165.89476000000002
YGR168C,YGR168C,2B17,1382,166.08068147612119,16.104982911281045,166.781395
YMR031C,EIS1,3H10,663,166.08634218702866,20.407086580425396,167.98251
YMR129W,POM152,3L8,1219,166.0872525020507,19.941256974708224,170.05617
YDL206W,YDL206W,1H7,2405,166.0880706070681,14.585417927005604,166.41779
YBL058W,SHP1,1G3,1702,166.0896209811985,13.907644075892856,165.20589999999999
YMR165C,PAH1,3N8,1427,166.08992588647524,19.682583294773412,169.38914
YGR076C,MRPL25,13M17,2209,166.092373974649,16.412574152423435,166.6445
YBL056W,PTC3,9L4,2977,166.09254281491462,17.34716864359699,167.24417
YJR050W,ISY1,9J19,3450,166.0954609652172,15.15500929349566,166.64574499999998
YBR194W,AIM4,9H13,2526,166.09587857878068,18.75334905885469,168.57123
YNR073C,MAN2,12H3,2701,166.10884759718593,18.551606040740044,165.62445
YHR100C,GEP4,12G5,2353,166.11181888652794,14.409331153394444,166.53307
