ORF,Gene,Well ID,Well cell count,Mean Intensity 488nm,STD Intensity 488nm,Median Intensity 488nm
YOR246C,ENV9,4H3,1916,161.12544597599174,17.864779359977536,160.02827
YOR260W,GCD1,4H7,2966,161.12632338503056,17.241593247945307,160.206795
YOL145C,CTR9,9P15,2955,161.1284264906938,19.07956989642084,163.9176
YOR332W,VMA4,4L7,3172,161.1285010277426,16.429276527805975,160.18480499999998
YOL043C,NTG2,9N5,3396,161.1316648027085,18.716682610653447,164.00454
YDL234C,GYP7,1J1,1636,161.15184258557457,13.991962703725914,160.34607
YLR100W,ERG27,3B11,2612,161.15383798238912,19.914586659926673,165.594265
YDL044C,MTF2,15B10,1150,161.15848239999994,15.921781020016326,162.98543
YFL037W,TUB2,2K11,13,161.16364000000002,22.926916300776256,162.19426
YDL209C,CWC2,11K2,2496,161.16388140624954,13.647201711858381,160.11565
YPR138C,MEP3,4N8,3419,161.16984844983875,17.434577619076187,160.10596
YML052W,SUR7,3B12,2133,161.1867925503984,17.250253397132063,163.59767
YJL145W,SFH5,3A11,1330,161.1874428345862,16.292629345223826,163.336175
YGR243W,MPC3,14C1,85,161.19159576470585,16.951282340942768,161.78877
YDL066W,IDP1,15B11,799,161.20029277847297,16.487535680700415,163.06096
YNL008C,ASI3,4C7,2483,161.20033221908986,13.681630809926391,159.88977
YER054C,GIP2,8B16,2052,161.20947852339182,21.00030378261472,166.21355499999999
YLR181C,VTA1,7J19,31,161.21926451612904,28.982978002989483,166.05556
YFR057W,YFR057W,9D3,2359,161.21962589232766,13.746417342507113,160.43115
YEL005C,VAB2,11G3,2825,161.24612093097366,14.541181352008342,160.91638
YKR053C,YSR3,3G14,671,161.2487931594633,19.752595191021356,163.02159
YHR068W,DYS1,9L11,2873,161.25015480682214,18.724131633077814,163.79243
YPL223C,GRE1,13C7,263,161.2523920152091,11.7215979231875,160.82022
YJL115W,ASF1,11D4,1575,161.25324928888867,13.788723999856048,161.23372
YGR070W,ROM1,13B7,875,161.2535873828571,13.193400850895141,160.31239
YLL042C,ATG10,3K16,536,161.25663171641793,19.18635861903585,163.44153999999997
YPR030W,CSR2,4J6,3023,161.26462005292757,17.380095038505385,160.03453
YBR172C,SMY2,1A16,1018,161.2683983693518,12.433160897733552,161.311985
YDR399W,HPT1,9F6,2260,161.27055367256636,16.695422318818853,162.11180000000002
YML056C,IMD4,14D7,2927,161.29012151691128,20.72887876984013,166.06656
YJL061W,NUP82,12B11,846,161.2928013829786,14.747333523680874,162.378715
YDR182W,CDC1,1B10,1829,161.30492650082005,12.123191899809322,161.30345
YBR255W,MTC4,1E10,1486,161.31464171601627,16.994007327098537,163.686035
YAL056W,GPB2,11D18,705,161.31659170212777,11.480606382312805,161.20464
YPR068C,HOS1,11J1,1809,161.320632183527,13.369594482238798,160.10847
YGL244W,RTF1,13A19,1888,161.3292220921609,15.1316037994054,162.00204
YCR105W,ADH7,9C14,3016,161.33424797745346,15.917997958313105,162.41442
YNL180C,RHO5,4K3,2631,161.33890453439767,17.085895797417,160.11398
YDR388W,RVS167,1J16,2126,161.34093004233304,15.770172039282599,162.128625
YLR430W,SEN1,10K18,1989,161.34373328305676,19.115261627330995,160.17123
YKR079C,TRZ1,6E4,6,161.35181833333334,15.404588359849685,159.790795
YPL202C,AFT2,13C8,1390,161.3540389352521,12.832041969496208,161.313265
YNL010W,YNL010W,13E3,681,161.35959770925106,15.311373262959007,161.00964
YJL014W,CCT3,14H11,23,161.36036304347832,23.588178162299553,161.24124
YKL070W,YKL070W,10J17,3339,161.3657224318657,16.78104042807413,159.84038
YNR060W,FRE4,16F12,20,161.38150750000003,15.749504813700241,162.69371
YDL213C,NOP6,7B23,67,161.38528432835824,26.68016249976428,164.78633
YDR461W,MFA1,1N2,1540,161.3866835584416,13.413207351117432,161.32117499999998
YDL241W,YDL241W,1J3,549,161.38794007285978,14.242355619414404,160.25269
YDR084C,TVP23,1N1,1783,161.40961254627027,14.000963512596837,160.86366
YOR283W,YOR283W,6A20,631,161.41309305863717,15.141645997618484,163.01459
YLL045C,RPL8B,11F24,1253,161.4145801755785,14.523768502772995,160.93228
YOL001W,PHO80,11D2,545,161.43423282568796,14.404517468429846,161.35472
YDR275W,BSC2,1F2,836,161.45595473684207,11.152260440183696,161.88813499999998
YNL280C,ERG24,4O7,3046,161.46624679908115,18.406296887322025,161.67498999999998
YCL011C,GBP2,11E4,2591,161.48673439598625,15.368034140389193,161.79788
YPL207W,TYW1,9L13,3078,161.48766550682234,19.79229730872853,164.446915
YMR278W,PRM15,7H1,1726,161.49115216106605,20.90953360921041,165.92290500000001
YGR029W,ERV1,15E7,12,161.50371749999996,27.940594681777046,169.12676
YDR499W,LCD1,9O24,3286,161.50586590992123,15.272199143468834,161.85045000000002
YJR061W,YJR061W,15G15,1424,161.5088450561798,18.543566106137824,163.97692999999998
YLR151C,PCD1,3D5,1154,161.50961736568465,17.636063735701335,164.4923
YPR165W,RHO1,4P4,3465,161.5148814227995,16.476108764588023,160.69493
YJL130C,URA2,13D6,799,161.51554103879843,12.853539520055447,160.64569
YKL003C,MRP17,12K4,1672,161.51583709928227,14.95214834010962,161.344435
YAL005C,SSA1,1A3,1024,161.51755102539042,12.413399671349502,161.09807
YIL026C,IRR1,9M8,3054,161.52747907007193,19.082595927276294,163.55110000000002
YER090W,TRP2,13N3,3080,161.53223635064924,16.74282855879832,160.512545
YOR163W,DDP1,11F2,1796,161.53259691536695,12.681063600832973,161.09089
YIL098C,FMC1,11P12,1912,161.535339539749,16.626431544691968,162.780145
YFL016C,MDJ1,15D23,1061,161.5424737794534,20.079825404989723,163.28084
YNL242W,ATG2,4M5,2552,161.55413016849525,18.331570205619343,160.97096
YOR186C-A,YOR186C-A,13H3,1561,161.55431836643197,14.05222416678695,160.82867
YML111W,BUL2,12I18,1268,161.5586341482648,16.73778545204568,160.9906
YPR116W,RRG8,11B12,1952,161.55872990778744,13.758952981425036,162.72143499999999
YOR265W,RBL2,9A8,2862,161.56219961565344,13.877223471319823,161.948225
YMR199W,CLN1,11L14,2041,161.57593773640372,16.372590056756547,162.79068
YMR244C-A,COA6,13D1,276,161.57625554347825,14.408094632918747,162.941065
YMR171C,EAR1,16L23,30,161.587529,23.398345212396503,164.76979
YHR134W,WSS1,13J4,1471,161.5964479469747,16.448498145941333,160.8347
YIL085C,KTR7,2F22,1394,161.5978270086085,13.33835928341234,160.815385
YNL011C,YNL011C,6D7,1395,161.5995142078853,19.581829552778732,166.07547
YPR009W,SUT2,5N3,26,161.60040884615384,18.773487568840338,160.87203
YMR295C,YMR295C,13M4,2973,161.60512444668672,17.69162584138008,160.31352
YJR115W,YJR115W,9M6,3040,161.60821829934216,17.808519663048386,163.337865
YDR340W,YDR340W,10H6,2170,161.61917305990775,21.71408459428465,165.685995
YLR292C,SEC72,3H15,215,161.6288072093023,19.272786061130674,163.92165
YPL214C,THI6,11G19,1414,161.62930584865643,17.511264701426384,162.45668
YPR010C,RPA135,13G1,1303,161.6320147198776,13.960872630103935,161.24767
YKL217W,JEN1,3C14,306,161.6330361437909,16.637536920293368,163.37732
YNL134C,YNL134C,14C2,1281,161.63333948477757,16.256560444771814,163.02718
YOR301W,RAX1,4J3,1838,161.6402497551685,18.63465955583437,159.861005
YGL174W,BUD13,6A6,2329,161.642105186775,18.33589117214146,164.9182
YJR010C-A,SPC1,3E13,1109,161.6444573669972,16.38930545327794,164.01709
YBR052C,RFS1,13B10,879,161.6682033560865,14.46958247562514,161.68539
YNR069C,BSC5,13J3,727,161.67206636863827,15.720699547935686,161.11166
YNR070W,PDR18,4E8,3295,161.67320171168433,16.31810805707033,160.45631
YML075C,HMG1,3D6,1464,161.67448761612027,15.429961855318938,163.84590500000002
YKL096W-A,CWP2,16J24,48,161.67643645833337,21.381756567565034,165.24490500000002
YGL076C,RPL7A,13M7,2488,161.67892741157564,16.119444955504378,160.89763
YJL198W,PHO90,3C11,1597,161.68330805259848,18.447947311337547,164.52898
YDR533C,HSP31,8A14,2176,161.6840167738972,22.19141890153472,167.14711
YML034W,SRC1,3P19,937,161.68530505869788,18.44727250031753,164.56218
YOR002W,ALG6,4M8,3348,161.68931539725224,17.080245819646876,160.475865
YFL010W-A,AUA1,6B7,1983,161.69191675239534,16.96601292959364,164.86308
YBR191W,RPL21A,14G11,34,161.69462176470586,21.696758477100797,165.49795
YLR154C-G,YLR154C-G,3D9,488,161.70730838114758,16.09844689531174,163.395515
YDR293C,SSD1,9N13,3389,161.71311261434036,19.927497391103383,164.1604
YKL116C,PRR1,14E3,1845,161.71376533875338,18.606876569085404,164.6219
YOL073C,DSC2,4I2,1619,161.725779308215,15.740668112567628,161.54227
YOL125W,TRM13,11B13,539,161.73560810760665,14.365130457694809,163.33833
YGR216C,GPI1,2D19,1681,161.7368442355741,13.077430608038924,161.19325
YGR203W,YCH1,11M24,1820,161.73893476373638,16.210821106608435,160.53132
YPR016C,TIF6,9N16,3294,161.75003775349134,18.535780970698106,162.93731
YDR218C,SPR28,1B24,92,161.75996043478258,16.64827865920473,162.76742
YGL073W,HSF1,10H18,2935,161.76355293696753,17.99754854310844,161.14247
YML012W,ERV25,16J23,13,161.7658523076923,21.63792526658735,164.75772
YDR326C,YSP2,1H2,1527,161.76904256712498,12.663664326488847,161.08968
YDR097C,MSH6,6D9,675,161.7748562222222,18.517174258852933,164.37273
YMR255W,GFD1,9N14,3199,161.79339701781805,19.676971903409434,163.98909
YDL184C,RPL41A,12B9,1981,161.7954116961131,13.73254074312703,162.09654
YNL172W,APC1,9E3,2906,161.80879298692372,15.120806743255836,161.208935
YDR358W,GGA1,1H20,16,161.81416249999998,21.023828737956524,165.70594
YOR186W,YOR186W,4F3,1756,161.8247511731208,13.918274310871414,161.14961
YFL067W,YFL067W,16M17,33,161.82754363636363,17.295493203377763,161.73247
YLR316C,TAD3,13F1,538,161.82823555762076,13.932263197965874,161.634545
YOR047C,STD1,12I14,2351,161.83065506592965,13.106551879259325,162.11302
YDL083C,RPS16B,11B9,1634,161.8357323072215,16.191912217658878,163.35422499999999
YBL085W,BOI1,10J18,1673,161.85096026897762,17.78330906583878,160.03477
YPL098C,MGR2,4B8,1697,161.87504718915704,13.156795917535787,161.57564
YKL105C,SEG2,3O9,684,161.88099358187145,18.873813030819186,164.54308
YCR050C,YCR050C,11B8,1033,161.88432876089067,15.651811392767545,162.62587
YJL027C,YJL027C,8L3,65,161.8955216923077,21.074377915879914,161.6725
YGL242C,YGL242C,7L14,3096,161.90446957041368,21.57757934438707,162.81213000000002
YFR010W,UBP6,11G5,2378,161.9085304037007,14.006167096775782,161.935765
YPL019C,VTC3,4N5,3633,161.9116573520505,16.961011888709667,161.24861
YNL153C,GIM3,11B10,1876,161.92031273987217,14.11991926623532,163.81985
YGR129W,SYF2,6A7,1878,161.92540305111814,18.41009071445438,165.487405
YOL015W,IRC10,8A12,2479,161.92890063735396,20.40919533234613,166.03249
YDR341C,YDR341C,12D21,145,161.94810365517245,19.091667374800533,164.39418
YNR003C,RPC34,11I2,2280,161.95021236842092,14.3619966558718,161.42659
YPL038W-A,YPL038W-A,9M23,3408,161.9652875938971,16.647163670380674,161.831025
YCR099C,YCR099C,9N10,3300,161.96613647878786,19.366927327502257,164.46118
YGL025C,PGD1,5F24,1484,161.96742380727795,17.071291596349347,161.210915
YML124C,TUB3,3F6,824,161.96929824029124,21.983238165735894,167.255255
YDR315C,IPK1,10J8,2243,161.97214440927343,22.106590719271804,165.88474
YBR013C,YBR013C,16C1,7,161.97316999999998,15.239130524242512,160.83049
YGL078C,DBP3,8B12,2360,161.9762256271186,20.333464350984844,166.22140000000002
YLR376C,PSY3,3L11,2272,161.985450347711,18.806673805950123,164.5058
YIL009W,FAA3,9C11,2196,161.98650381147553,15.366994514827642,163.570335
YIL040W,APQ12,2D24,1990,161.9894255326632,13.458172708709819,161.443915
YKR009C,FOX2,3E4,2050,161.99290057073196,18.226456361567582,164.944705
YNL157W,IGO1,5B23,1069,162.00092025257254,13.926933436134647,161.96472
YPL020C,ULP1,9H12,3103,162.01185466967453,18.72376300903913,164.67662
YKR075C,YKR075C,7C23,225,162.01543373333328,20.188253882679845,163.61159
YKR016W,MIC60,15H14,392,162.03204959183685,19.000781973167765,164.785195
YGL171W,ROK1,11A4,1248,162.0391089583332,13.90715609962697,162.82218
YML096W,YML096W,13P4,985,162.03936805076128,14.724623345176402,161.87083
YGL019W,CKB1,9O2,3445,162.050102981132,16.100749330472144,162.53661
YOL057W,YOL057W,10F6,1898,162.06006456269733,22.037781858053055,166.5162
YMR173W,DDR48,3N10,735,162.0649774829931,18.512101348784014,164.24986
YPL194W,DDC1,9K6,3127,162.06845077070687,18.384152324138785,163.63753
YCR068W,ATG15,1O2,1780,162.07310784831458,13.718179999221242,162.13852
YIL020C,HIS6,5G24,1953,162.08507554531502,15.011189442100536,161.23932
YNL183C,NPR1,4K7,2696,162.09635032640955,17.28949502396074,161.231475
YHR158C,KEL1,9C7,2909,162.10107557579906,15.1912523628308,161.28162
YER179W,DMC1,11B22,1056,162.10208279356084,12.48438555084966,161.701425
YMR274C,RCE1,4A7,1369,162.10577366691024,14.757650131372769,161.12102
YPL155C,KIP2,11O9,2680,162.10909320895533,14.856249516032644,162.65276
YER023W,PRO3,11D24,2025,162.1126766617289,15.312643178826598,161.40486
YLR134W,PDC5,12C3,2727,162.11376565089827,13.8139800126211,162.9646
YKL075C,YKL075C,6O1,1593,162.11715795982397,17.750898364883902,164.26169
YIL135C,VHS2,9O20,3371,162.12392233461898,16.177055090616474,163.06853
YOR092W,ECM3,4B9,2632,162.12750470744663,12.913729989496082,161.464415
YDR034W-B,YDR034W-B,1L1,2268,162.12802118165808,13.32240747197196,161.21302
YMR311C,GLC8,13M6,1241,162.12915253827597,15.152905910733667,161.58229
YPL010W,RET3,4N3,2603,162.1312311256244,16.74843119236926,162.15686
YOL126C,MDH2,4K8,2763,162.1373381179875,16.753560258402775,160.94536
YLR385C,SWC7,16J11,26,162.14412346153844,15.810154885812587,165.514975
YML132W,COS3,3F12,956,162.14625245815893,17.073722363693356,164.59058
YKR105C,VBA5,3I10,561,162.15029181818184,19.58056338125246,164.11761
YMR010W,YMR010W,3F14,1809,162.1516786124934,17.63547411239947,164.1682
YKL222C,YKL222C,13K4,548,162.15425062043784,15.222484722781711,161.846245
YPR007C,REC8,10D5,2356,162.16742662563692,20.096042657655158,165.789705
YNL181W,YNL181W,4K5,2649,162.17513736126833,17.73574958983203,160.56281
YBL032W,HEK2,11P5,1805,162.19031297506908,14.495238873500213,162.1357
YKL195W,MIA40,15H12,560,162.19687316071435,19.86733848046745,164.684525
YCL066W,HMLALPHA1,14I6,1099,162.20131605095534,18.133137519636367,164.5446
YPL152W,RRD2,6F6,2496,162.20509657051326,18.521885848693064,165.66034000000002
YGL092W,NUP145,12A23,290,162.21598710344833,15.294415168263894,163.18045
YNL130C-A,DGR1,9B5,3261,162.22562565164043,14.043328581806646,162.70531
YER043C,SAH1,11C6,1354,162.22926045051673,12.559895026943801,162.470765
YGL143C,MRF1,15E13,827,162.23061291414743,15.817737498292663,163.89497
YMR175W-A,YMR175W-A,13O13,2466,162.23227814274136,20.22039066193454,161.89112999999998
YPL058C,PDR12,4P5,1424,162.24573318820242,16.43122296452511,161.44342999999998
YJR110W,YMR1,12P4,2965,162.25051559190533,14.89108727747932,162.21327
YIL027C,EMC5,16I22,43,162.2571148837209,21.459219123965205,167.18481
YJL149W,DAS1,9M13,3167,162.2579281749291,18.648923023929843,164.49117
YIL127C,RRT14,6P7,2952,162.26582642953943,17.900593747415563,164.79887
YLR299W,ECM38,3H19,236,162.28709983050842,18.871923683518972,162.95132999999998
YBR256C,RIB5,14I2,1052,162.28853519011426,18.81161357269436,164.78431
YMR176W,ECM5,13C4,291,162.28862680412365,12.408208493049843,162.25871
YJR093C,FIP1,9K23,2921,162.29495159192072,14.093911683663979,161.93805
YDR217C,RAD9,9H10,2656,162.32152876506004,19.25764326995113,164.840295
YKR095W,MLP1,6G9,1332,162.32794652402387,17.879261530232938,165.12408499999998
YGL234W,"ADE5,7",11K3,2285,162.3287225207877,13.933165387259201,161.21089
YMR148W,OSW5,3L16,422,162.3416410663508,18.211290114049266,164.104855
YMR134W,ERG29,3C4,1661,162.3526436905479,18.09392585729076,164.48967
YPR095C,SYT1,4L8,3065,162.35437191190883,17.7890689257978,161.95058
YKL018C-A,YKL018C-A,15G12,560,162.36832287500025,18.658328310326496,161.65919
YLL049W,LDB18,9I2,3549,162.38028007889582,13.50655723345328,161.36314
YGL156W,AMS1,9J23,3212,162.38154320672442,16.695326368826663,162.32308999999998
YKL054C,DEF1,12B10,2053,162.38382654651707,14.379794646351865,162.59189
YNL237W,YTP1,16D14,19,162.38703052631578,15.216540650973451,162.1143
YOR141C,ARP8,10F15,1918,162.3911574087594,15.964823503768697,161.636245
YKL146W,AVT3,3A2,533,162.39406037523437,17.702062002785883,164.99326
YOR039W,CKB2,6B21,1713,162.39839728546406,18.366056659404762,165.61499
YDR395W,SXM1,10A1,2023,162.40142837864565,16.48334550630379,163.84447
YIR021W,MRS1,12G3,3195,162.40348281064144,15.334049012644325,163.38011
YPL096C-A,ERI1,4P23,2259,162.41091101372282,21.52997408437208,165.76007
YLR099W-A,MIM2,3H9,1135,162.42093661674022,19.09512635846302,165.01941
YMR221C,YMR221C,3P8,1601,162.4219433916301,18.319789303691902,165.56561
YJL077C,ICS3,2N24,1960,162.4235501530612,19.57979411509012,161.151135
YHR115C,DMA1,11K1,2041,162.42453600685909,13.060400689453616,161.09596
YMR277W,FCP1,13C11,427,162.42473831381741,15.483847091196159,162.63297
YPL163C,SVS1,16N22,50,162.4279596,27.86081872181286,158.88108499999998
YNL025C,SSN8,12N7,2159,162.4300973135711,14.675486582397182,162.3004
YBL063W,KIP1,12B5,1817,162.43041423775435,15.39445884515229,163.0452
YKR002W,PAP1,11C12,2376,162.43126625420888,15.178998052372087,163.79696
YGL086W,MAD1,6P3,2522,162.4352350832671,18.950408491744803,165.2871
YMR029C,FAR8,3C8,903,162.43633551495043,19.730395336886836,165.99615
YBL113C,YBL113C,11O1,813,162.45220499384982,13.46899769408183,162.77983
YLR440C,SEC39,3N9,2111,162.45767183325432,19.52861855474336,165.54843
YFL033C,RIM15,6A2,256,162.4578714453124,19.5632246218563,166.440855
YJR049C,UTR1,9A23,424,162.46794683962264,14.867745735563375,163.552575
YMR003W,AIM34,13M9,2692,162.49723279346193,15.602725150343664,161.439725
YNR037C,RSM19,15J23,26,162.49988653846154,18.358011896391822,164.086315
YLR093C,NYV1,3B9,1184,162.50325952702707,17.494443332858335,164.20299
YGL248W,PDE1,9J24,2622,162.5062415942026,14.675544681916243,162.717265
YGR204C-A,YGR204C-A,10B18,2108,162.50806253795034,17.805025678011113,161.00999000000002
YJR097W,JJJ3,13D3,89,162.5117991011236,11.180670716325324,161.60631
YOL146W,PSF3,8B11,2282,162.5239089000875,21.31576703916649,167.38027
YJL190C,RPS22A,11J12,1940,162.52865776804114,16.416967737316586,163.15554500000002
YJR007W,SUI2,9J12,3424,162.53044594626155,18.021611834873415,165.01758
YGL221C,NIF3,11O8,2089,162.53428656294878,14.540721829998384,162.76497
YKR074W,AIM29,12F2,2987,162.54224914964874,14.957579479686045,162.95912
YDR251W,PAM1,8B9,2721,162.54645348401314,21.35504730985526,168.41154
YOR020C,HSP10,14I12,9,162.5529077777778,16.892476309669476,163.55197
YJL112W,MDV1,2P22,1081,162.55991164662342,14.87235067384059,162.77229
YDR525W-A,SNA2,1P16,985,162.56397656852798,13.955513807173661,163.14912
YDR079C-A,TFB5,14H2,544,162.57233547794092,18.031979847413684,164.65937
YDR086C,SSS1,1N3,938,162.57233789978685,13.826968198453686,163.55503
YPR200C,ARR2,11P2,2610,162.58001469731798,14.631587179054678,162.47035
YMR079W,SEC14,3J10,2934,162.5806563360599,19.618055367134005,166.097265
YPR159C-A,YPR159C-A,4N24,1371,162.58303045222465,19.364052973500907,165.37825
YPR111W,DBF20,8B7,2231,162.58377369789355,23.520871470545085,167.70801
YKR041W,YKR041W,13J1,760,162.59045422368436,16.755648233706214,162.48868
YPL147W,PXA1,4D6,2145,162.59384783216797,14.801988794039367,161.61339
YDL065C,PEX19,1B11,1581,162.59400976597112,14.106497200228864,164.00655
YJR009C,TDH2,3E11,1108,162.5991370397111,18.447893050510785,165.25211000000002
YKR022C,NTR2,3E12,1968,162.60215633130076,17.665969485699428,165.65471000000002
YBL043W,ECM13,10D17,3032,162.60626467678145,15.283762947257081,161.30497000000003
YPR107C,YTH1,13A15,94,162.6078614893617,19.861045989004573,166.46332
YDR089W,YDR089W,1N5,956,162.61234992677825,12.955795693868584,162.91215499999998
YJL133C-A,YJL133C-A,15P3,1535,162.6137467557006,13.559345907443513,161.73471
YBL038W,MRPL16,15A3,2,162.61452500000001,2.5636651326665185,162.61452500000001
YDL159W,STE7,13M16,1655,162.62889929909355,17.148361026701203,161.94125
YBR045C,GIP1,11P3,1442,162.63628276005522,14.101086260248698,163.423575
YDL182W,LYS20,9C6,2989,162.63645687520935,13.452713641067197,162.24725
YMR094W,CTF13,11A24,1678,162.6409373539928,16.814624850401625,161.401705
YLR466W,YRF1-4,12P8,2900,162.64096765172394,15.602164202219813,162.79772
YMR286W,MRPL33,14B24,100,162.6436287,24.674625678647352,163.448985
YDR016C,DAD1,5N24,592,162.6448678040541,20.826367740578426,165.453315
YJL122W,ALB1,12P3,2498,162.64930728582848,14.78203699916827,162.68692
YMR192W,GYL1,3N16,867,162.65162246828157,19.940830446542208,165.76923
YJL105W,SET4,13A16,891,162.66728136924831,14.32281561113237,162.21417
YDR530C,APA2,14F2,375,162.66841895999997,19.12298251427496,165.06946
YKL170W,MRPL38,14I4,6,162.67073833333333,9.215673290073639,163.19311
YLR020C,YEH2,3M10,1779,162.69204469926945,19.074254826055235,165.44063
YBR192W,RIM2,10G1,2378,162.69714098401997,19.08928555994358,165.04822000000001
YML081C-A,ATP18,8I20,28,162.71069428571428,20.548142613696154,162.161625
YOR266W,PNT1,13C10,867,162.71287156862746,14.083032726754006,162.23697
YGL190C,CDC55,14A9,192,162.71867546875004,17.327203799599136,164.348465
YIR003W,AIM21,8B24,264,162.72028454545455,19.574543919296904,167.43590999999998
YBR246W,RRT2,13G11,562,162.72071192170813,14.707864348557722,162.95012
YBR057C,MUM2,7C1,2327,162.721048018908,28.12395284844398,165.35457
YLR264C-A,YLR264C-A,13L6,2982,162.7233958886652,16.0327970159419,161.497235
YJR150C,DAN1,16B15,7,162.72440285714288,11.21480612483591,163.86726
YER116C,SLX8,13D5,1164,162.73130347079052,15.366248676682897,162.46215999999998
YLR231C,BNA5,11L9,2951,162.73228716706205,14.41572048727005,162.53471
YER024W,YAT2,13H5,735,162.73491063945585,14.570271645656621,162.73088
YKR038C,KAE1,6K4,1757,162.74464218554346,19.692612986585235,166.26985
YLR442C,SIR3,9J13,3240,162.7500623148145,18.435047798259102,165.362595
YHR070W,TRM5,12P9,1315,162.7940892547529,15.053808269150563,162.91501
YLR085C,ARP6,11K14,2509,162.7945664368275,16.939958300237066,164.17125
YNL078W,NIS1,9N12,3320,162.7951332951805,20.83150346595855,165.33544
YOL052C,SPE2,13J7,434,162.7956977880185,13.908503429021254,162.147475
YNL275W,BOR1,4M23,2581,162.7983202828363,20.624521976523802,166.07477
YMR235C,RNA1,11A13,851,162.79882667450065,15.473450914799258,164.2191
YOR049C,RSB1,4O4,2808,162.7996557300569,18.30296040342276,162.306845
YDR135C,YCF1,1P5,930,162.80213343010792,14.597285062213084,163.53295
YLR072W,LAM6,3O20,892,162.8129356278027,18.61296341929337,164.939485
YBR230W-A,YBR230W-A,12P7,2297,162.81336348715735,15.78835388936153,161.99414
YDL120W,YFH1,15C1,291,162.81803931271477,13.553607926973473,163.75822
YOL130W,ALR1,4K12,2711,162.81909026558435,17.47358988659969,162.74646
YLR234W,TOP3,6N6,2599,162.82443670257766,20.899651309675836,166.21114
YGR156W,PTI1,12F8,2186,162.82735483989018,13.764192866917133,162.64922
YDR115W,MRX14,15C11,970,162.8339010515461,16.838572595160812,165.114255
YGL173C,XRN1,8O22,1854,162.84088025350593,28.569009921814043,170.04982
YFL038C,YPT1,2K13,14,162.84247642857144,22.871154341497707,160.169125
YNL034W,YNL034W,8F20,29,162.8466624137931,19.40940234505407,164.77367
YBR049C,REB1,8H6,46,162.84889369565212,17.76587558210319,165.730005
YNL093W,YPT53,4G3,3102,162.85163626370075,15.37017502749411,161.596835
YLL062C,MHT1,13D9,2125,162.8545936470587,14.022838252877955,162.55638
YHR043C,DOG2,9B9,2548,162.85772163265298,13.144226954110144,163.40466500000002
YHR171W,ATG7,2P23,1793,162.85891059118796,15.64683014105452,162.39316
YJL196C,ELO1,3C9,1350,162.86011128888876,18.764177452847164,165.228445
YOR059C,LPL1,4O6,2681,162.8605931704586,18.669508560863203,163.00516
YOR122C,PFY1,14A8,2345,162.86555375266522,18.789434463373173,165.74002
YOL078W,AVO1,4I6,2317,162.87198119982784,16.497638407070166,161.40239
YOR227W,HER1,12K11,875,162.87221565714276,15.747780788229175,162.45813
YML106W,URA5,9P12,1699,162.88077774573281,19.21096723872247,165.87842
YBL015W,ACH1,12I3,3067,162.88193636778564,14.489744675807895,162.61702
YPL242C,IQG1,9M4,3453,162.8846695047782,18.112840986705944,164.87639
YKL010C,UFD4,6O8,2645,162.88740550850653,19.53802608465736,166.05563
YJL201W,ECM25,5D21,1662,162.89951227436848,12.946008590240734,162.078025
YOL137W,BSC6,4L23,2402,162.90370522897558,22.90433608120823,166.74779999999998
YLR013W,GAT3,9A6,2926,162.9037233595347,13.760877467429529,163.03991000000002
YDR532C,KRE28,11C22,589,162.90603969439735,15.008433658368816,164.27318
YER176W,ECM32,13F11,836,162.90898736842098,14.987208303420854,163.424365
YMR317W,YMR317W,12C4,2394,162.91132101086058,14.621305376962919,164.03919
YIR027C,DAL1,11E8,2805,162.92004105169346,13.053682276685533,163.23805
YBR135W,CKS1,6J4,2524,162.92126601822486,19.752271297205304,166.681015
YCR092C,MSH3,13A14,265,162.92262558490586,17.01246665395141,164.59375
YKR070W,YKR070W,12H2,3171,162.92279160832533,15.885211450903759,162.63446
YBL081W,YBL081W,8H5,2694,162.9229836377135,19.698640429823822,164.449025
YBR060C,ORC2,7B24,170,162.92534441176474,23.7974350468227,168.142595
YBR212W,NGR1,7J2,3236,162.92845156674912,23.98216444280101,167.24108
YLR398C,SKI2,14E11,11,162.93045363636364,9.835842240836593,163.45932
YML018C,YML018C,3P9,933,162.9310102357985,18.64242033023056,164.82359
YHR012W,VPS29,13H7,614,162.93247719869717,15.979031802422316,163.12955499999998
YBR173C,UMP1,13P24,1437,162.9328722964508,19.264098537497713,161.4156
YOR334W,MRS2,15J15,849,162.93689842167234,17.15828505111486,165.08551
YJL125C,GCD14,9B15,2746,162.93793367443564,13.75554639316826,163.21303999999998
YCR059C,YIH1,7J11,41,162.94508439024386,27.580633764148807,169.05954
YJL206C,YJL206C,10K8,2773,162.95357869094863,23.31268507176128,166.80672
YKR050W,TRK2,3G4,2071,162.97185636407573,16.992528026686692,165.26718
YBR276C,PPS1,9K15,3544,162.9778489672684,18.694308510175357,164.903025
YDR214W,AHA1,9M14,3040,162.98576763815782,19.504242675558928,165.9921
YOL016C,CMK2,5F22,2229,162.98721483176303,15.866437029127665,161.91151
YAL009W,SPO7,1A7,652,162.99085720858892,11.449051434230965,163.48232000000002
YJL205C,NCE101,3C15,297,162.99442185185185,17.95886261189415,165.86772
YHL004W,MRP4,15P4,1791,163.0038952819656,14.369168826971105,161.78964
YGR237C,YGR237C,13P5,2758,163.01056457940516,15.880056112449799,162.46925499999998
YHR114W,BZZ1,2P1,1012,163.01188199604746,13.042451547030746,163.59076
